UMAP 1,UMAP 2,UMAP 3,label
-0.7177781,2.731144,8.9385805,Normal
0.23272681,3.2458515,8.572485,Normal
-0.6046416,5.040643,8.632433,Normal
6.9665885,4.520311,7.0751348,Normal
-0.9412702,2.7496302,8.719024,Normal
0.63404363,3.7008986,9.140489,Normal
1.0814967,8.618059,8.112138,Normal
1.5887554,7.359167,7.410479,Normal
-0.8265095,3.4334629,9.191463,Normal
0.42954698,2.606407,8.416854,Normal
-1.0982991,2.7584362,9.124821,Normal
-0.5465227,4.2719407,8.304069,Normal
0.45824745,2.9628642,7.835424,Normal
1.1965443,2.019282,8.95719,Normal
1.1731247,3.3845196,6.541834,Normal
1.9352337,7.240303,8.690704,Normal
-0.94269687,2.849508,9.464853,Normal
0.16909988,8.574625,7.7396193,Normal
0.43914396,2.3186133,8.155972,Normal
2.262873,4.2283945,5.6438475,Normal
2.8071668,4.3798504,7.345409,Normal
1.1563724,8.52428,7.7191963,Normal
-0.33702368,2.6429598,9.23935,Normal
1.9389256,3.6304512,8.050741,Normal
-0.5488422,5.0614305,7.7420835,Normal
-0.7862924,2.6113198,8.731787,Normal
-0.20911533,2.5216327,8.689033,Normal
1.7756394,2.7438042,6.6412573,Normal
1.5355488,8.27924,7.355193,Normal
0.9873739,1.9129461,8.41402,Normal
6.939518,4.557357,7.207114,Normal
1.612946,2.2860634,8.354451,Normal
0.7545494,2.1392837,8.623218,Normal
-0.58583117,3.2712176,9.264714,Normal
2.1717923,7.2983265,8.178887,Normal
0.14556618,1.9338511,8.718139,Normal
-0.6654225,2.4099894,8.805133,Normal
0.37634408,4.8620067,7.375094,Normal
-0.17311402,2.0914645,9.072027,Normal
-0.119711235,8.767915,7.8451433,Normal
-0.37801796,2.8067842,9.435861,Normal
0.6687764,2.6984117,8.600954,Normal
-0.40475598,4.496589,8.518633,Normal
1.4514072,6.8526983,6.7207737,Normal
6.7802925,4.6616144,7.5421524,Normal
-0.46820357,3.659569,8.343756,Normal
1.6938887,7.802756,8.329231,Normal
6.527391,4.129447,6.7807145,Normal
-0.72501534,4.538021,8.017919,Normal
-1.1583412,3.4893901,8.696549,Normal
0.462783,2.053897,9.168338,Normal
1.9286486,6.5436516,8.679513,Normal
1.0825949,6.987648,4.6767254,Normal
-0.0034579558,6.120177,6.7450824,Normal
2.1432064,5.5707645,7.996189,Normal
2.0832329,8.250503,7.236005,Normal
6.7696304,4.6983013,7.7871284,Normal
-0.5000283,4.058759,9.047738,Normal
-0.42900798,2.9268808,8.721798,Normal
-0.07510027,7.3312426,8.472927,Normal
1.518865,3.9875922,7.1125464,Normal
6.625544,4.3351874,6.74682,Normal
-1.0572594,5.9855986,7.5091085,Normal
0.9319864,3.3934467,8.622544,Normal
-0.54147637,5.1585555,8.791107,Normal
2.3660448,7.5768614,7.288661,Normal
0.29584584,4.781458,7.494514,Normal
-0.89250386,2.6209188,9.166186,Normal
6.9267635,4.65493,7.253481,Normal
5.986982,4.7572412,6.902404,Normal
-0.6895767,4.729407,8.353825,Normal
1.2170645,2.2889388,8.964763,Normal
1.1285902,8.68136,7.4905496,Normal
1.1795149,7.1035104,4.7802396,Normal
-0.7394813,2.603432,8.633242,Normal
0.17390066,3.266879,9.187383,Normal
6.69619,4.705266,7.0917697,Normal
2.64556,4.061249,8.34221,Normal
-0.859917,2.3954058,8.957506,Normal
-0.9625204,2.7370408,8.829044,Normal
1.7327532,2.7215052,6.613206,Normal
-0.6979907,3.0840375,8.527308,Normal
6.410536,5.1563616,7.312942,Normal
1.9434288,2.8900807,6.351707,Normal
-0.15899858,7.008408,7.8808503,Normal
1.7960215,2.650848,6.385055,Normal
-0.21374181,8.235029,8.276288,Normal
6.7555246,5.178865,7.6426005,Normal
6.342192,4.0392056,7.2301116,Normal
6.239203,4.8387637,7.2044506,Normal
-1.0822321,6.080894,7.5284295,Normal
0.73321325,8.818476,7.858703,Normal
1.1204215,8.240826,7.319547,Normal
6.410775,5.269027,7.6108527,Normal
-0.08225759,5.7898912,6.539908,Normal
-0.29150334,3.017468,9.527333,Normal
-0.4930645,3.6199558,8.625096,Normal
0.17002836,7.1659083,7.0891094,Normal
-0.7042656,2.6652324,8.649142,Normal
0.41047525,7.354414,8.35314,Normal
-1.0640197,3.6787875,8.55553,Normal
6.3898973,4.9201345,7.4849873,Normal
-0.8711086,4.311869,8.358622,Normal
1.0023258,2.2563188,8.405511,Normal
2.59459,7.017467,7.110169,Normal
-0.61968434,4.9428453,8.837294,Normal
1.1220881,3.0174801,5.992646,Normal
-0.9625264,2.961123,9.219096,Normal
1.4070044,8.502071,8.004789,Normal
1.8613479,4.414534,5.4421177,Normal
0.06392748,3.9322295,8.496448,Normal
0.3284433,7.814503,8.48836,Normal
1.0967298,2.1516678,8.598008,Normal
-0.35009608,7.9739203,7.92241,Normal
1.832219,7.8856044,8.044589,Normal
1.3722779,4.2961764,8.142207,Normal
-1.1137438,2.5331578,9.052411,Normal
1.1829777,7.0219717,4.857865,Normal
1.0236372,8.468279,7.6286125,Normal
0.8485328,2.2174885,8.535019,Normal
-0.21218176,4.9429226,8.791979,Normal
-0.78019303,3.915771,8.94995,Normal
4.618967,3.0675097,6.771333,Normal
0.3998954,3.277793,8.36819,Normal
1.1813986,6.9571805,4.760416,Normal
-0.82514906,2.4771624,8.591788,Normal
0.9392927,3.0953937,6.5794797,Normal
-0.27818558,3.708224,8.498253,Normal
1.5668348,2.7253065,6.6717486,Normal
0.8383316,2.2962272,8.477122,Normal
0.36235893,1.829009,8.38389,Normal
-0.7743201,4.088932,8.161811,Normal
-0.46308702,5.145473,7.7055407,Normal
0.28371888,4.7201366,7.22102,Normal
0.04550429,5.8999844,6.6298547,Normal
0.34698114,2.4917917,8.719566,Normal
2.5320973,2.7638242,7.9685373,Normal
6.381043,4.9616933,7.5074563,Normal
-1.2258713,2.7616115,9.084078,Normal
1.7566918,4.450381,6.5482774,Normal
2.6456084,2.577444,7.153718,Normal
-1.0567927,5.358798,8.258205,Normal
0.6434078,3.8455012,9.101923,Normal
1.1943676,2.1602898,8.536729,Normal
6.874467,4.5136986,7.109135,Normal
1.1175113,7.518324,7.5139327,Normal
1.8023335,7.967859,8.135737,Normal
1.829553,2.686875,6.5047565,Normal
0.5019382,3.0294228,8.918698,Normal
1.0303662,6.596488,6.347766,Normal
2.0879848,7.163311,6.878433,Normal
6.748899,4.3872633,7.4169207,Normal
0.44900426,3.1858084,8.34494,Normal
2.1929834,2.2664208,6.92707,Normal
0.0033504611,7.8147373,8.274086,Normal
0.31723058,2.3977716,8.815324,Normal
0.43917394,2.0588262,8.334452,Normal
-0.44398543,4.2894573,8.530479,Normal
2.6361117,5.8868127,7.6510386,Normal
1.1127013,6.761464,4.7155147,Normal
0.56818163,3.1564033,8.23469,Normal
6.764596,5.136795,7.735955,Normal
-0.26063824,8.112049,7.9786644,Normal
0.002395274,4.928254,7.064905,Normal
1.2552963,2.303505,7.976497,Normal
-1.11694,4.807967,8.184227,Normal
0.23425485,8.299727,8.053221,Normal
-0.23820153,8.687377,7.8605957,Normal
2.0932152,6.899001,7.283736,Normal
-0.02451847,9.102673,7.7537465,Normal
1.7060813,3.75416,7.046343,Normal
-1.149298,2.5890682,9.143475,Normal
0.3579624,8.734195,8.067436,Normal
6.6209893,4.7886987,7.2068014,Normal
5.8724637,4.2325716,6.5350246,Normal
4.078121,2.5788553,6.6501665,Normal
0.9577492,3.5594742,8.795432,Normal
6.858711,5.064532,7.7146797,Normal
-0.5934724,3.6011522,9.229681,Normal
6.623398,5.1204543,7.9043827,Normal
3.3335936,1.5995446,5.04237,Normal
0.29725158,3.1016316,9.29341,Normal
1.3999739,3.2880511,6.419537,Normal
0.9426412,6.8340087,5.0395503,Normal
6.9944687,4.4304237,7.4693756,Normal
-0.07706296,8.337465,8.121888,Normal
6.656964,4.7649035,6.6309342,Normal
1.9169694,6.5308027,7.3407373,Normal
0.57875,4.925143,6.2697806,Normal
0.40774408,8.759193,8.174137,Normal
1.1540011,8.830047,7.7392144,Normal
-0.4236934,3.4258873,9.394478,Normal
-0.5999216,3.116788,8.382223,Normal
1.7821945,2.9473884,6.353594,Normal
0.65459657,2.1761193,8.69279,Normal
0.0775915,2.965567,9.092745,Normal
6.691463,3.7270434,7.1430445,Normal
6.8258643,4.0464387,7.3662195,Normal
-0.49848723,4.4584064,8.701699,Normal
-0.27080142,3.3097184,9.005191,Normal
1.1890417,2.6881688,8.69138,Normal
0.2121961,1.8951565,8.300382,Normal
0.43694407,4.6590395,7.571478,Normal
0.30540255,3.3310676,8.995038,Normal
-0.68726563,2.5524824,8.948434,Normal
-0.98326904,3.691065,8.49375,Normal
2.5220401,3.400057,7.1398063,Normal
-0.35142323,5.557567,8.384962,Normal
-0.47705004,7.9316363,8.053391,Normal
0.577607,2.0002282,9.076541,Normal
0.594212,2.0769231,8.893229,Normal
0.055714738,3.6317048,9.224544,Normal
0.24100563,2.2134502,8.913806,Normal
0.23625784,8.418807,8.2938385,Normal
1.1957686,2.234,8.542823,Normal
-0.93222445,5.2908206,7.9917316,Normal
0.98200583,6.214289,7.467188,Normal
1.1526507,6.70174,4.7234187,Normal
0.89762205,2.1697197,8.1395445,Normal
0.7792896,7.8295364,7.0093226,Normal
-1.0016528,2.683634,8.713711,Normal
0.8156715,4.8117385,8.16066,Normal
-0.28787127,2.189546,9.3030405,Normal
-0.7701641,3.312157,9.273976,Normal
1.5151699,7.0986753,7.409846,Normal
1.7466486,8.297142,8.1068125,Normal
-0.67014986,3.0246239,9.015258,Normal
0.59302324,2.601778,8.367016,Normal
1.4642676,6.3522553,8.433383,Normal
0.0189152,8.888098,7.816779,Normal
0.8135941,8.956886,7.759574,Normal
0.8763549,4.4546747,7.846284,Normal
-1.1168615,5.1937966,8.238333,Normal
-0.37330753,2.307845,8.706972,Normal
-0.117259026,2.349645,9.00358,Normal
6.9594955,4.7759833,6.9776454,Normal
1.6122895,3.1301253,6.165633,Normal
0.20808588,5.121383,7.3382325,Normal
-0.033725,2.4643404,9.028541,Normal
0.6863176,5.985632,8.625983,Normal
0.09267308,8.167747,7.768467,Normal
1.8001587,7.9741435,8.39108,Normal
0.7983015,2.8110542,8.7775955,Normal
6.319562,3.6431577,6.2552958,Normal
4.7472034,4.5269885,7.370108,Normal
-0.98106724,3.0485334,8.609226,Normal
1.3059676,4.247088,6.0374484,Normal
1.0729527,6.9429936,4.8128967,Normal
6.1696725,3.460695,6.7772064,Normal
-0.079684176,2.4603598,9.3577,Normal
-0.5511581,7.581075,7.9630623,Normal
-0.4120995,2.5656683,9.249408,Normal
6.5428567,4.123724,7.3699746,Normal
0.29379097,3.189123,8.498218,Normal
-0.25839582,4.354814,8.446792,Normal
1.3921195,8.254802,7.2826066,Normal
6.1514907,4.9056716,7.4728184,Normal
2.4273374,3.914243,5.896041,Normal
6.591753,3.95054,7.2595778,Normal
0.7052678,8.928747,7.527312,Normal
0.2436923,2.6776803,8.331892,Normal
-1.1405711,2.939947,9.058926,Normal
1.1156101,6.906253,4.7326174,Normal
1.5338279,1.9607166,8.206572,Normal
0.9142713,3.2620578,6.4399934,Normal
1.497835,8.595321,7.8515544,Normal
-0.8000848,2.8601985,9.476497,Normal
1.3820063,8.588344,7.832441,Normal
-1.0059162,2.7786033,9.15158,Normal
-0.5332805,3.4477065,9.056644,Normal
-0.89140147,4.368765,8.235936,Normal
0.1864243,6.2258005,6.6168942,Normal
-0.27047843,5.751028,8.340911,Normal
0.36093774,2.9460373,9.472633,Normal
-0.6655885,3.36501,8.694289,Normal
0.049332622,2.1474135,8.738167,Normal
2.9643517,3.7112756,6.432057,Normal
0.68213415,2.2417486,8.773403,Normal
6.254817,5.5009413,7.3994308,Normal
0.9594634,8.297366,8.047994,Normal
0.026186544,7.7352133,8.400843,Normal
-1.0211704,4.9472303,8.070484,Normal
0.25682995,3.0202627,8.669868,Normal
-0.1436197,8.368706,7.46738,Normal
6.7426033,3.851491,7.198328,Normal
-0.09406531,2.5196965,8.668851,Normal
-0.050214387,3.5827634,8.323312,Normal
-0.15048046,5.3500686,7.2652664,Normal
1.0417402,7.164411,4.9339957,Normal
1.3997005,8.571043,7.6440315,Normal
0.26129186,2.6075685,8.75983,Normal
1.4023901,1.9393173,8.217763,Normal
-0.31601545,4.8357935,8.285413,Normal
1.9799278,6.2266974,7.1047583,Normal
2.3201153,7.7839985,7.4420166,Normal
1.0224967,6.90184,4.7881947,Normal
0.22630401,7.9099545,7.6373987,Normal
0.29135716,3.1877544,9.202719,Normal
0.8941059,3.1404657,8.604574,Normal
6.8583064,4.28262,7.4406705,Normal
0.33626333,2.4001467,8.774743,Normal
2.6787274,3.4759655,6.9481125,Normal
7.0075808,3.7261674,6.5449615,Normal
1.0112565,6.936615,7.2790046,Normal
0.31647706,8.660285,7.3101325,Normal
0.51658285,4.024363,8.861998,Normal
1.3857555,5.0859075,6.651319,Normal
-0.75685424,3.3202965,8.472676,Normal
1.7008854,3.0940595,6.130146,Normal
3.8738358,2.296015,6.7266884,Normal
0.34465116,2.7062013,9.093692,Normal
0.30560604,5.294889,7.249547,Normal
-0.45226535,4.324908,8.507572,Normal
-0.72417057,4.6221175,8.396917,Normal
6.2361712,3.5280426,7.088418,Normal
0.62063116,8.278186,7.4039183,Normal
-0.31450802,8.097643,7.867879,Normal
0.8719334,8.464565,7.097353,Normal
-0.40575126,3.9039414,8.84761,Normal
1.9615676,8.434512,7.480978,Normal
6.552342,3.429683,6.981522,Normal
2.082287,4.0859942,8.397976,Normal
0.07614715,3.959087,7.7185044,Normal
-0.08800519,5.1582894,7.62217,Normal
-0.7122971,3.6461878,9.062084,Normal
1.2799029,7.027469,4.536963,Normal
6.6661253,3.5419016,6.9583197,Normal
1.257601,2.2511723,8.959841,Normal
0.73453486,1.8537467,8.69162,Normal
-1.0857147,2.9341707,9.38253,Normal
-0.023415294,3.2961261,8.7420025,Normal
6.8030643,5.0510597,7.563201,Normal
1.6300445,6.741997,7.91525,Normal
1.1216755,2.1102424,8.948754,Normal
0.8564282,7.375312,7.492043,Normal
-0.50322366,3.5769217,9.286773,Normal
1.694103,8.359464,7.3980827,Normal
2.3185627,5.0880194,5.6595054,Normal
1.5512612,4.756283,5.6010175,Normal
0.3600776,2.7178855,8.626159,Normal
0.33260503,8.10973,8.227109,Normal
2.3308449,3.8750296,5.7526217,Normal
0.21135987,2.3736675,8.862634,Normal
-0.5329911,3.3625872,8.84204,Normal
6.815359,4.147107,7.250626,Normal
1.8782867,2.861679,6.3462467,Normal
-0.2734646,5.3692007,8.076217,Normal
3.0064983,2.005004,4.9024086,Normal
-0.23122585,7.9987397,7.9306245,Normal
0.91610736,3.306057,6.302314,Normal
-1.0111787,2.852864,9.440199,Normal
-0.64322096,2.639221,9.512747,Normal
-0.5870212,3.4652715,9.274578,Normal
-0.18112019,7.1542287,7.947542,Normal
1.6574129,4.8670745,5.858065,Normal
2.8009248,4.9310837,7.233898,Normal
-0.69236267,3.7132301,9.206583,Normal
0.38405824,5.63254,6.996214,Normal
1.4473137,1.9477403,8.225913,Normal
2.1765704,3.7156167,8.021134,Normal
-0.0061019207,3.6903374,8.437256,Normal
4.6031,3.2558959,6.80493,Normal
-0.3146627,5.375731,7.9419403,Normal
-0.8417737,3.2765293,9.20885,Normal
1.917896,6.5854216,7.4678288,Normal
0.22861542,5.376908,8.847012,Normal
5.265183,4.070452,6.7862935,Normal
1.025491,4.888512,8.157402,Normal
4.646471,3.2159061,6.7893844,Normal
0.08853277,4.9095974,6.936681,Normal
0.36180264,2.868658,8.676306,Normal
-0.5037989,5.312859,8.56505,Normal
6.678141,3.7597797,7.252663,Normal
-1.2069908,2.8289135,8.718512,Normal
0.42458776,2.9779131,8.432242,Normal
-0.60793847,2.7745023,8.600952,Normal
0.7607749,8.705243,8.233272,Normal
0.8777913,3.1687856,6.561833,Normal
-0.63257563,2.4331336,9.294324,Normal
2.2093618,7.308613,7.911216,Normal
0.14930707,4.998265,6.836734,Normal
-0.81083417,4.7121344,8.803663,Normal
0.308951,3.382943,9.351847,Normal
1.1997106,8.251211,8.258744,Normal
1.1655414,8.617883,7.653486,Normal
6.710293,3.7402787,7.136674,Normal
1.1287917,7.010569,4.731149,Normal
1.6491289,8.269297,7.6004553,Normal
1.3351848,8.329103,7.676159,Normal
2.020185,6.8813047,7.0824876,Normal
-0.5469101,4.2984123,8.263911,Normal
6.8660064,4.330199,7.421979,Normal
2.2045655,5.048112,6.144234,Normal
-0.46679145,5.300688,7.9368134,Normal
1.7562338,2.850855,6.4444427,Normal
-0.828175,3.0424914,9.332768,Normal
0.644205,8.598791,7.9670177,Normal
-0.6590846,4.521654,8.390663,Normal
-0.71589977,2.664451,9.460877,Normal
1.2715944,7.7031016,8.215634,Normal
1.0449042,7.541173,6.8614545,Normal
6.448975,3.3777587,6.8262672,Normal
1.6664563,8.273225,8.115389,Normal
0.006771141,3.29924,9.318018,Normal
2.0609562,7.859721,7.6425743,Normal
1.1489751,6.781824,4.7348857,Normal
0.925757,7.361297,8.634959,Normal
-0.33477378,5.4816737,7.015344,Normal
0.21400218,5.9248886,7.223981,Normal
-0.29974294,2.2919445,9.212628,Normal
-0.78238046,3.0105858,9.313865,Normal
1.4142368,4.31259,8.159617,Normal
0.9849542,8.662249,7.379917,Normal
6.809274,3.808321,7.1595464,Normal
-0.5731818,3.95725,8.934905,Normal
1.6026212,7.1540833,7.5692096,Normal
1.4107137,8.0909815,7.767507,Normal
1.2804644,7.4287095,7.902995,Normal
0.71345216,2.9666007,9.243126,Normal
0.96989167,1.8477069,8.563236,Normal
0.24956049,8.865257,8.056323,Normal
0.66079515,6.7539496,8.526097,Normal
-1.1108711,3.558129,8.526478,Normal
6.7432446,4.669205,7.552054,Normal
1.2044289,6.312585,8.585115,Normal
-1.0160904,6.145434,7.414755,Normal
-0.436216,2.465932,9.295722,Normal
-0.51246935,3.0113897,9.173149,Normal
-0.13104779,1.9924701,8.599993,Normal
-0.80175346,2.2598479,9.173049,Normal
0.011097655,8.879518,7.610681,Normal
1.286458,2.5941825,8.710159,Normal
2.0232043,3.5961263,8.091195,Normal
-0.8843667,3.1720796,9.300372,Normal
-0.72526646,3.6457498,8.348868,Normal
6.795735,4.3727393,7.4877124,Normal
-0.21465623,2.319294,9.162931,Normal
-0.38572544,3.4613805,9.275142,Normal
-1.1963406,5.295007,8.204724,Normal
6.362178,3.2901454,6.8818593,Normal
-1.1139295,5.0151052,8.19673,Normal
0.22958384,4.944359,7.343785,Normal
0.062447447,5.430187,8.656412,Normal
2.8450146,2.8303108,7.4609084,Normal
0.65907925,2.0426354,8.927911,Normal
0.3006929,8.564252,7.619567,Normal
-0.3605364,3.151044,9.195886,Normal
0.9393844,3.2956817,8.699174,Normal
1.9458987,3.897851,7.9159236,Normal
0.4818644,2.7099264,8.832194,Normal
6.214343,4.692455,7.452193,Normal
-0.6958479,4.01209,8.112558,Normal
2.9923062,1.7431011,6.9417367,Normal
-0.8333987,2.8605537,9.524518,Normal
0.39889568,2.18118,8.829996,Normal
0.53953046,4.535713,6.2628803,Normal
1.7425987,2.3774817,8.0949,Normal
1.1654168,6.9873986,4.836943,Normal
0.4109404,7.5421762,8.12757,Normal
0.42752278,6.9402575,7.51328,Normal
-0.15356961,2.4053156,9.270474,Normal
0.81273484,3.0962198,6.389181,Normal
-0.2552459,8.922599,7.7757893,Normal
-0.60255206,2.794918,9.606681,Normal
0.0016749194,8.9768715,7.6709743,Normal
2.5380728,6.0672274,6.953341,Normal
0.6429224,6.4536204,6.6358056,Normal
-0.0043767844,4.838366,7.373217,Normal
-1.1084148,2.6568322,9.186107,Normal
0.6191547,6.2261868,8.280281,Normal
1.9344556,4.240083,5.668271,Normal
-0.60145056,2.764324,9.292086,Normal
0.5115552,2.6434054,9.057403,Normal
1.8529912,2.8138936,6.4625363,Normal
0.87396294,3.26806,6.384621,Normal
0.664516,8.943012,7.418317,Normal
-0.3454044,5.0063457,8.80383,Normal
-0.24353239,7.420812,7.960952,Normal
0.9754373,7.3240733,7.5083804,Normal
0.044178564,2.0106802,8.975484,Normal
2.1468534,7.1449075,7.5239453,Normal
-0.55837464,3.7856972,8.826108,Normal
-0.061022688,4.2012744,8.9677,Normal
0.9697213,7.8805065,6.9420695,Normal
0.64878577,8.186734,8.147098,Normal
-0.6961092,2.569295,8.907067,Normal
-0.83811647,3.5008914,8.4344845,Normal
-0.17059785,2.4571996,8.763085,Normal
-0.28144988,2.1960104,9.383355,Normal
0.1543599,3.6519537,8.4948635,Normal
-0.14610158,3.2670636,8.983073,Normal
3.086076,2.4565113,7.225091,Normal
-0.29218173,8.12229,7.90425,Normal
-0.73936456,4.8913255,8.502414,Normal
-0.39092785,8.375484,7.6210318,Normal
4.433254,2.9269392,6.714975,Normal
1.2590859,8.298612,8.0811405,Normal
-0.07842838,3.4697373,9.419286,Normal
1.1430689,6.804037,4.7539344,Normal
2.5526655,5.9320455,7.36799,Normal
1.0329432,7.8045053,7.410014,Normal
3.5249336,1.4998153,5.3570004,Normal
1.7709051,7.389967,7.45919,Normal
-0.5357958,5.099116,7.7235684,Normal
0.3964744,2.1421242,8.876983,Normal
1.1389744,3.8332863,6.8783355,Normal
0.40239966,6.5305243,8.274784,Normal
1.1819689,7.9930763,7.7685685,Normal
-0.68318784,4.494666,8.406386,Normal
1.1979648,8.342258,8.134334,Normal
-1.1000173,5.4171987,8.207018,Normal
-0.0008783452,8.163752,8.250486,Normal
1.0204221,3.088435,6.623025,Normal
6.6947026,5.159143,7.8452682,Normal
-0.13446681,5.9070907,6.8689632,Normal
0.067854874,2.4455926,9.057359,Normal
1.3145505,2.0206048,8.241127,Normal
6.228098,3.419174,6.8003826,Normal
-0.5464689,2.318883,9.257016,Normal
1.1607693,4.44545,5.8621397,Normal
1.1067373,6.912438,4.885125,Normal
1.6640483,7.713336,7.6727123,Normal
-0.8107677,3.0126998,9.492342,Normal
