classe,variance
Normal,5241.829556559446
Normal,4420.300526972193
Normal,4987.359481490742
Normal,5177.028510516954
Normal,4517.374664073526
Normal,5052.5212600088325
Normal,4987.885437604897
Normal,3116.4883166432064
Normal,1699.1473576527212
Normal,3929.438599910777
Normal,4772.10746114137
Normal,1817.437404042951
Normal,5067.501919469256
Normal,2655.7057723233443
Normal,4741.9875232140275
Normal,2460.8351692797746
Normal,2395.9311930069166
Normal,4572.498358373376
Normal,4122.2970737603055
Normal,3826.682944114243
Normal,4116.265466624164
Normal,3518.9233459249613
Normal,4113.395850032108
Normal,4805.255228388099
Normal,5088.428307823739
Normal,3374.2422691157603
Normal,3947.2544041371116
Normal,2298.6537370965716
Normal,2343.5744575496365
Normal,4376.868613601367
Normal,3222.0008713316474
Normal,4791.325940503744
Normal,3336.217291409055
Normal,4585.988671335322
Normal,4617.029974670247
Normal,2252.8037617062546
Normal,4766.325038023422
Normal,4387.32678294845
Normal,3208.276193360954
Normal,5386.987321381915
Normal,2074.658406131146
Normal,3581.536717550681
Normal,1472.5518679983697
Normal,4349.802250853283
Normal,3848.372952750336
Normal,1748.1600994334667
Normal,4103.040699158691
Normal,3759.7174560018752
Normal,4453.101617446874
Normal,2078.017294918103
Normal,3994.0122148231526
Normal,1819.4089493224094
Normal,4713.469316731316
Normal,2987.500424817268
Normal,2957.482479662722
Normal,6296.190366752027
Normal,4618.556202397096
Normal,3739.2223206284307
Normal,4214.8998285114485
Normal,4305.545008078841
Normal,3008.379399818443
Normal,3410.2250948006376
Normal,5310.3997392880465
Normal,4543.54039201517
Normal,3081.4699105368786
Normal,2228.364773772964
Normal,4947.812396092989
Normal,4543.479706448034
Normal,3676.0403373463714
Normal,3858.5705318772334
Normal,4527.0380135417
Normal,4671.504560729877
Normal,4314.807113612159
Normal,5286.628401223573
Normal,4471.668770947014
Normal,3838.0729617272464
Normal,4453.554648874579
Normal,5377.4899477148
Normal,1366.3835554774682
Normal,4408.464585183063
Normal,2229.7280029599947
Normal,2903.622326573927
Normal,2373.488528907299
Normal,2599.8593264568376
Normal,4084.109147273441
Normal,3354.995690640502
Normal,3545.7102356813443
Normal,5089.128181702524
Normal,5270.5213227458435
Normal,4847.486931501479
Normal,4143.186605643606
Normal,5134.081426658563
Normal,1807.6886085160215
Normal,4037.7133860107488
Normal,4816.427670293896
Normal,1359.1644419361262
Normal,4057.665614021709
Normal,2796.156047053765
Normal,4076.782178019983
Normal,2708.056562665913
Normal,5101.30071860029
Normal,5484.036407963883
Normal,3975.1232352432094
Normal,3799.519969292421
Normal,3620.8878290581606
Normal,1071.1593783157912
Normal,4232.917031161499
Normal,4063.8684391377783
Normal,2547.0193453928528
Normal,4843.126790095893
Normal,3363.7664069274497
Normal,2504.4461302901095
Normal,5092.818217011493
Normal,2365.715475072612
Normal,4307.817123104886
Normal,3651.4829132631194
Normal,4353.161719105428
Normal,4172.214057299264
Normal,4309.992557321337
Normal,5708.596167889408
Normal,1261.9876628279883
Normal,3684.1420843854844
Normal,3344.5693506478106
Normal,3822.182568235241
Normal,5125.653521545662
Normal,5357.990254271397
Normal,3176.963732019047
Normal,5363.687924503827
Normal,3641.7154258281844
Normal,4978.804093568266
Normal,5084.968806987215
Normal,5446.566373783438
Normal,3471.567745865985
Normal,3544.8838541379514
Normal,2692.3967165716613
Normal,4836.218279788117
Normal,3365.435518635276
Normal,4220.66512427207
Normal,4361.338098435588
Normal,4878.36828078753
Normal,4604.289333785118
Normal,3935.4507455549106
Normal,4819.084093211148
Normal,1913.5003133315413
Normal,2236.052556341165
Normal,2348.9552101478753
Normal,4480.705175244103
Normal,1312.3652924129233
Normal,4146.867443555624
Normal,4789.501785313135
Normal,2860.6754046558176
Normal,2248.7229540685216
Normal,4423.014952528349
Normal,5340.733737317518
Normal,2002.2419661154172
Normal,2948.2592637240296
Normal,3337.641478996431
Normal,4263.304168526863
Normal,2460.9388305614557
Normal,2840.875798596451
Normal,4492.3724739007375
Normal,4115.059468328504
Normal,5100.031107958083
Normal,4563.282312569908
Normal,4836.725356438092
Normal,4334.35768837702
Normal,4815.071350810199
Normal,2833.3845211682446
Normal,4534.28869616194
Normal,3481.8240829114493
Normal,3800.722220653502
Normal,4581.755103728774
Normal,4284.649442134376
Normal,3280.13163306256
Normal,5437.400210863487
Normal,3842.6401995097426
Normal,3986.5495752880734
Normal,4116.78572527583
Normal,1457.0134458876805
Normal,4386.950100756352
Normal,4277.373666240147
Normal,2830.514605970444
Normal,4901.000416614431
Normal,5215.181252514761
Normal,2729.963332353174
Normal,4314.299412909662
Normal,4911.622506275525
Normal,4149.593013289395
Normal,3145.515510793202
Normal,2765.0292903335007
Normal,3866.531891061632
Normal,4409.32038850192
Normal,4359.043579858375
Normal,4790.819626933207
Normal,1424.8503857631758
Normal,4838.146954974289
Normal,3533.742415158029
Normal,2505.535640206647
Normal,2909.085410783732
Normal,3309.383776376364
Normal,3048.986766290457
Normal,4799.659498078176
Normal,3904.480971872106
Normal,4606.208790604532
Normal,2211.6910908153873
Normal,3548.5413109641036
Normal,3456.4373989966193
Normal,3898.444268641593
Normal,3164.8162550213933
Normal,3268.6031021969384
Normal,1814.0143352325028
Normal,5261.7198566711095
Normal,880.6266802304885
Normal,4551.758568095064
Normal,4256.168863705714
Normal,2100.2191343829045
Normal,4774.359292925752
Normal,5380.531224214196
Normal,4668.266478118284
Normal,4917.701887558969
Normal,4917.051022503257
Normal,5540.10097064601
Normal,3179.924280750201
Normal,4824.357818416802
Normal,3104.795529454947
Normal,3362.516926427618
Normal,3411.068630971792
Normal,2294.996734506813
Normal,4619.68561190223
Normal,3223.6046741601554
Normal,2501.530508847886
Normal,2673.002388380648
Normal,3706.132863839694
Normal,4599.94636370962
Normal,5181.720836614553
Normal,2694.7023048773062
Normal,3667.553026340322
Normal,5388.671119176216
Normal,4249.266293794249
Normal,3740.3661258452235
Normal,2352.8768497277892
Normal,2043.4820864192138
Normal,5308.732884164324
Normal,3436.179558516729
Normal,4742.609776066572
Normal,1504.7285484971646
Normal,4273.83990415463
Normal,1533.8914950028282
Normal,5721.188847933878
Normal,3418.4347008619543
Normal,1684.5939171640189
Normal,5029.432405909442
Normal,4877.104558153775
Normal,3497.8004852203157
Normal,5505.21449646898
Normal,5099.191685494578
Normal,3214.2729734426475
Normal,1976.9257258185687
Normal,4988.200786207231
Normal,1980.6963432952373
Normal,4177.56036328237
Normal,4898.181816883243
Normal,4802.050645156449
Normal,1413.0558600770187
Normal,4613.401670932971
Normal,4902.557678348391
Normal,4928.418823917574
Normal,2863.294006948919
Normal,3518.919433444237
Normal,5489.9336066359865
Normal,3568.227520261994
Normal,2845.2421561280075
Normal,4557.0796471720505
Normal,3657.7927481716074
Normal,2095.488637768078
Normal,2998.5859889014755
Normal,2581.693783523992
Normal,3434.989709928591
Normal,4203.133137450001
Normal,3346.9455805445764
Normal,4350.170779112367
Normal,4264.384596218115
Normal,3426.8526474049954
Normal,4102.862676617239
Normal,1965.2827682869322
Normal,3436.5040341543913
Normal,4336.439160159917
Normal,4645.913980088039
Normal,3631.360147005185
Normal,4352.781981112086
Normal,5345.238345941938
Normal,3236.964701683404
Normal,4809.777739852602
Normal,4878.651131578035
Normal,5609.179934838579
Normal,3607.888475314016
Normal,5280.283337533715
Normal,3129.2663329620286
Normal,3776.944994052585
Normal,4290.512045653565
Normal,1824.3628029348617
Normal,3613.426133818278
Normal,4890.751069660275
Normal,3449.2731055014365
Normal,5232.917515192679
Normal,4062.7745347862715
Normal,4461.760010338922
Normal,2033.8751771006887
Normal,1825.5378171724935
Normal,4833.045226954037
Normal,3939.8119039479907
Normal,3899.0343653697328
Normal,5415.022071766856
Normal,2475.8972291079904
Normal,4547.201232129996
Normal,1003.6699810318505
Normal,2043.5541478417904
Normal,5374.73087322282
Normal,1821.787912574439
Normal,4922.274403362011
Normal,4350.254830298447
Normal,3242.9667412348417
Normal,1953.235485632771
Normal,5066.3674012069405
Normal,3460.9739683842417
Normal,4077.8245806066243
Normal,4638.864071194892
Normal,5010.749757059328
Normal,2943.619444118605
Normal,5159.339684609434
Normal,2008.110348140179
Normal,4749.870226781524
Normal,4236.43250702237
Normal,3197.0806211959734
Normal,3975.7095429812985
Normal,4356.4852230860015
Normal,3594.8692085274747
Normal,4163.386154093692
Normal,2498.4819386325053
Normal,5782.756116154637
Normal,4611.880817481188
Normal,1878.24971066462
Normal,2834.6313414490237
Normal,1405.6593128359088
Normal,4008.5073783220782
Normal,1258.2267825301985
Normal,2613.5732065266207
Normal,1660.047281888197
Normal,2424.658072069834
Normal,3786.385956526306
Normal,2327.222718454714
Normal,2899.916907337639
Normal,4815.382828634202
Normal,4681.964792380618
Normal,4724.080542083564
Normal,4688.564690155453
Normal,4574.387548216296
Normal,4528.244909584893
Normal,2170.99961905884
Normal,5061.935596790105
Normal,2609.8704839721427
Normal,4898.811312695684
Normal,4276.445567039544
Normal,4567.889389223624
Normal,4662.066521489009
Normal,3702.52276265027
Normal,2681.323296240073
Normal,3082.2732770380453
Normal,4041.788926000111
Normal,1741.9103625211164
Normal,3561.0642625122996
Normal,4239.2982384254055
Normal,4517.307823213407
Normal,4887.7117286069715
Normal,2587.9949860257175
Normal,4561.000155898024
Normal,4492.210308680615
Normal,3611.8681314983587
Normal,4805.8199143473885
Normal,4780.401222520884
Normal,2030.2512147166242
Normal,2099.4494838551864
Normal,4944.1940810048745
Normal,2961.797097872606
Normal,4543.585491236203
Normal,1766.6514182791766
Normal,4140.506454231976
Normal,3965.2603786119553
Normal,5637.089463452953
Normal,3066.0143933139225
Normal,3480.591013341769
Normal,4965.113906776265
Normal,4368.644904780864
Normal,5101.728168893252
Normal,3548.4588797401325
Normal,2874.559149613317
Normal,3468.8410786268764
Normal,3243.9717049794026
Normal,4475.221140874383
Normal,3775.795126264536
Normal,3190.3881287715003
Normal,3798.6038856493756
Normal,4908.534348395465
Normal,3252.0756412720725
Normal,4047.396608333338
Normal,3032.610888329925
Normal,4061.540993284193
Normal,3657.7858946506726
Normal,2680.7853002674465
Normal,3427.949130927466
Normal,4811.618158887684
Normal,5392.8876503950305
Normal,3105.637320341611
Normal,4263.3019024429
Normal,2000.483495233269
Normal,5581.644255672097
Normal,3156.2455607066627
Normal,2332.2106220273577
Normal,4918.471747766996
Normal,4735.294451434719
Normal,3007.734798434043
Normal,5632.069834565199
Normal,4279.465735744008
Normal,4639.571615763745
Normal,5109.5344152602
Normal,4047.7374301590207
Normal,5094.159721060328
Normal,4636.342389942437
Normal,2016.1659926039815
Normal,1950.1892338003806
Normal,4255.87577081892
Normal,5266.858844428899
Normal,4193.057494116505
Normal,3644.6348219693805
Normal,3337.216259963703
Normal,1491.256828533725
Normal,4839.423895339561
Normal,2027.1601645343078
Normal,3525.889034770793
Normal,4400.69742637337
Normal,4555.004892712563
Normal,4509.518655192326
Normal,3859.3571513442816
Normal,5600.867471286487
Normal,4588.055079033204
Normal,3676.739723023586
Normal,4784.597437887872
Normal,4908.314959733906
Normal,3596.8625065548804
Normal,4150.666310177103
Normal,2862.0930069972146
Normal,3156.7428882293643
Normal,3905.000802553877
Normal,4535.606694991133
Normal,4394.337550809971
Normal,4407.594999920976
Normal,4680.521566677847
Normal,4023.8546731809606
Normal,2710.2934968533036
Normal,4640.234087292984
Normal,4259.399840050149
Normal,4667.60045779276
Normal,2773.123510003214
Normal,3007.5514576575406
Normal,2377.9874605708533
Normal,4221.889026299892
Normal,3860.3730170207773
Normal,1100.471734103002
Normal,3218.7172453517883
Normal,5008.947269973472
Normal,4888.5232155056265
Normal,2460.316103344495
Normal,4137.194962512137
Normal,2754.183216662497
Normal,3392.264910318576
Normal,4264.477845603142
Normal,2322.1838704432457
Normal,4088.747177982202
Normal,2094.0705416696796
Normal,2417.347284357087
Normal,5374.593517446722
Normal,3324.3020027898633
Normal,3522.686084320706
Normal,4312.64924864842
Normal,3314.962322317789
Normal,3795.2907429294823
Normal,3777.8514490287052
Normal,1400.3151891050795
Normal,3683.9605122890407
Normal,3940.311349675986
Normal,3001.158654521745
Normal,2751.5763180948743
Normal,2061.0378190182782
Normal,4782.815065859572
Normal,4573.693665733134
Normal,5319.250960193868
Normal,4872.383493440359
Normal,4695.73222448445
Normal,4690.610092633819
Normal,2669.201209401048
Normal,5053.4044872055665
Normal,3757.514469374172
Normal,4463.822105036034
Normal,5189.468509790223
Normal,4156.96548118816
Normal,4675.99902413661
Normal,1952.6187843826772
Normal,2626.851385729544
Normal,2662.5211428280436
Normal,4894.54980914518
Normal,1496.4137424833755
Normal,4790.239316620867
Normal,5896.588628681717
Normal,5226.803032569475
Normal,4882.953076435869
Normal,4730.784585249335
Normal,4387.7608825586485
Normal,4459.6911275213715
Normal,4643.52229674587
Normal,2833.207673879893
Normal,3364.868269119586
Normal,4334.391757729548
Normal,4514.792521614435
Normal,4773.643643659303
Normal,1442.5300363786123
Normal,1923.7792100655452
Normal,1829.427863922359
Normal,4494.887658248605
Normal,5507.138605354892
Normal,4262.881074661423
Normal,2055.9395387580803
Normal,4590.839828152371
Normal,2684.416412909698
Normal,3528.042188665503
Normal,3792.96201797044
Normal,5112.197593612658
Normal,3303.9577907975927
Normal,4236.127279557263
Normal,3871.1445707049747
Normal,4498.699640702564
Normal,2714.377559959499
Normal,2520.404580339303
Normal,3322.16716599034
Normal,4184.490225364625
Normal,1883.484151211692
Normal,3864.695585468951
Normal,5369.1689739891945
Normal,3530.2693643120915
Normal,3601.8816423662674
Normal,3557.4544509527495
Normal,4305.007478454655
Normal,3157.0607376012913
Normal,5764.126647762019
Normal,4112.402074941394
Normal,3566.6116107559446
Normal,2903.5676048779937
Normal,3265.2959374308825
Normal,5489.627590637954
Normal,2471.7629117279025
Normal,7046.9190523885945
Normal,4791.378481583676
Normal,4268.034922607065
Normal,2568.534335094059
Normal,4284.877564545463
Normal,4188.795066837987
Normal,5135.314243152462
Normal,3536.1268527306834
Normal,3742.4095881150542
Normal,3983.625268959392
Normal,3795.247121248477
Normal,4550.408670398396
Normal,4550.8113478667365
Normal,1798.6571403568719
Normal,4071.1972982363004
Normal,3268.389084803143
Normal,5209.3754035874845
Normal,3049.4430213584396
Normal,3996.9713820378356
Normal,2612.0733174682778
Normal,5008.69617685901
Normal,3724.2918722103304
Normal,4523.889193607682
Normal,3173.884360735805
Normal,3780.1060658022575
Normal,4609.080380906117
Normal,4425.010155060741
Normal,3697.2496915847
Normal,3194.3115372429206
Normal,3396.3869103371276
Normal,5102.582678868624
Normal,3985.2712628488875
Normal,4022.1590778744594
Normal,4196.041824352227
Normal,4177.446319938109
Normal,4751.1328034875305
Normal,1181.0524293248282
Normal,3516.232742665418
Normal,4480.770461269607
Normal,4040.861223174436
Normal,3932.5191678590895
Normal,3719.465160006047
Normal,3676.356313527517
Normal,3701.535706368853
Normal,3386.3632674370792
Normal,4499.150902249338
Normal,4317.168677389571
Normal,5401.230390146967
Normal,5011.439125961649
Normal,4097.612144521637
Normal,2964.473990080039
Normal,5076.297218349657
Normal,3631.4101739220328
Normal,5345.627214368026
Normal,1534.1227174746873
Normal,4366.112136190053
Normal,1341.0808114506642
Normal,5377.399141295704
Normal,3758.5998065987997
Normal,5290.561322433047
Normal,4717.458294243194
Normal,4588.89339382489
Normal,3276.6635621233813
Normal,1561.6575854541168
Normal,3469.440781222677
Normal,6135.585132262907
Normal,3776.6558937997706
Normal,4316.447933679539
Normal,2327.3663075898526
Normal,5417.342974291305
Normal,4423.430947317586
Normal,3545.559030580676
Normal,2948.009230951746
Normal,3011.255847250031
Normal,5415.629843893704
Normal,4832.841013489627
Normal,2575.6391459167344
Normal,4761.2331249353165
Normal,2674.7635489403237
Normal,3720.7337508083497
Normal,3983.14495950584
Normal,3805.1544834363326
Normal,3968.8190545573802
Normal,5936.562241039284
Normal,3240.484197871585
Normal,1561.1903128253578
Normal,2267.57447570532
Normal,1489.6269496811667
Normal,5007.5689329819
Normal,4030.3806804530773
Normal,2931.1809209515277
Normal,4519.312115107742
Normal,2652.7717213002743
Normal,5089.452060570359
Normal,4741.374920736654
Normal,4073.23709577522
Normal,3129.3282394788844
Normal,4700.32896586097
Normal,3767.3497146719706
Normal,4308.251686046709
Normal,4501.6762207861075
Normal,4585.636288055351
Normal,4530.94628406021
Normal,3029.334706652743
Normal,4381.852254798707
Normal,4290.658132108579
Normal,3233.8696663118017
Normal,4448.764402832206
Normal,3670.9978671779486
Normal,3783.753180842644
Normal,3956.331547194199
Normal,4365.417771056499
Normal,4838.743029140785
Normal,4870.760290783104
Normal,2549.1033623887943
Normal,2801.9476791987613
Normal,4230.947393328519
Normal,1690.9016207272086
Normal,4053.2472613501423
Normal,4647.1372211313965
Normal,4548.473166966111
Normal,4419.348174223271
Normal,2337.2192238517227
Normal,5224.0477206078685
Normal,2820.979086589235
Normal,3884.944311929654
Normal,4726.420661124545
Normal,3278.2788058362285
Normal,4780.202960159517
Normal,2940.492237045569
Normal,4502.753729473199
Normal,2497.4393951832376
Normal,5038.467589611643
Normal,4328.946056652869
Normal,4524.5934000464795
Normal,4304.443275498338
Normal,3363.8457254318437
Normal,6337.827590727263
Normal,3995.7050865740307
Normal,4482.026760546971
Normal,4627.46564395415
Normal,4606.183296001743
Normal,4729.484424867417
Normal,1614.7679005358389
Normal,3924.3998274330056
Normal,4518.8332459116955
Normal,4208.5706600682915
Normal,4491.311147050383
Normal,6447.562297723276
Normal,3536.2067696161566
Normal,3041.5464588779287
Normal,5537.304478186418
Normal,4413.241881905754
Normal,5325.998428973782
Normal,4282.448618897859
Normal,5097.322494123229
Normal,3141.174000848244
Normal,1212.434860189051
Normal,3268.009075400171
Normal,4160.543483588401
Normal,5227.9113485597445
Normal,3711.165482450311
Normal,4894.344130847092
Normal,4129.220969223544
Normal,5268.757834488491
Normal,3305.1582571421286
Normal,2500.8566385568433
Normal,5143.955880803988
Normal,3907.9080695876123
Normal,4139.460182566588
Normal,3894.5689255020484
Normal,3363.9455842809366
Normal,1904.0614758739662
Normal,5284.97718113136
Normal,4377.608635285497
Normal,4101.102909881513
Normal,4130.663760988603
Normal,3425.9483106321672
Normal,2913.3418457747944
Normal,3579.7130727625977
Normal,4334.595460955586
Normal,5099.489273663396
Normal,5169.1366590081325
Normal,3947.3835639422377
Normal,4281.211190121816
Normal,3336.0869948782624
Normal,3508.5886274500676
Normal,5140.422828621311
Normal,4141.547081926766
Normal,4790.050201712871
Normal,2730.472283783912
Normal,3147.56065939579
Normal,2553.1741282165344
Normal,4794.352284990803
Normal,4423.765004609829
Normal,4358.666843752492
Normal,3969.5257571554707
Normal,4264.821803318762
Normal,4323.5240402549525
Normal,4336.175316940573
Normal,4975.884469164431
Normal,1835.5131323471944
Normal,5762.087048467242
Normal,3749.522708214125
Normal,4564.815357910203
Normal,3087.8523731863706
Normal,3538.225914686304
Normal,3599.944726960356
Normal,2508.499128061224
Normal,3826.3555982889497
Normal,4642.041957470879
Normal,5032.979670894687
Normal,2602.5280912534918
Normal,5062.941133904918
Normal,4422.009483532816
Normal,4156.380876776679
Normal,2819.906070084276
Normal,3420.265809213179
Normal,3909.89888514249
Normal,5376.52868111963
Normal,4815.025028028763
Normal,4497.523436648249
Normal,4039.6853140023936
Normal,3844.0565004060963
Normal,4569.1836838265735
Normal,2276.5120749181083
Normal,4634.346912548445
Normal,1661.2763390619666
Normal,4991.542837424131
Normal,4069.6945333433114
Normal,5776.458036137346
Normal,4020.3572192434826
Normal,4941.40292295592
Normal,2821.6228685581577
Normal,3604.696613800524
Normal,3306.1513596187797
Normal,4097.224932317974
Normal,3710.291331077643
Normal,1906.0878797963312
Normal,2934.7306466274854
Normal,3803.418361872023
Normal,2435.2115140234023
Normal,1524.892804675419
Normal,4876.0774167910095
Normal,2766.6425057063666
Normal,4063.330994970543
Normal,3460.448647896655
Normal,3070.141515875513
Normal,2400.860884675235
Normal,4285.053080924292
Normal,2705.9063391269483
Normal,3560.4424106865217
Normal,3786.6719282868326
Normal,2123.5918788618715
Normal,4107.793865458896
Normal,4873.776073228974
Normal,2788.034530817413
Normal,3801.4169882171336
Normal,3207.842660030647
Normal,1548.2778202179916
Normal,2872.4066818162455
Normal,4220.817674942433
Normal,2986.993971532676
Normal,3810.036868245915
Normal,1948.4937545851521
Normal,4922.694023572999
Normal,4632.56640291736
Normal,3215.519279937243
Normal,2826.933547266491
Normal,3884.169194972669
Normal,2818.6244171325607
Normal,3274.396198972172
Normal,3824.2052936278264
Normal,4541.283749255333
Normal,3588.7839203026724
Normal,3599.5872434674225
Normal,5181.3392487346655
Normal,4513.388347601717
Normal,3293.455237533604
Normal,2939.815506074764
Normal,3964.22829768781
Normal,4626.615310002547
Normal,5105.966659860574
Normal,4057.0064467491848
Normal,2425.9935424446116
Normal,4354.1103172824005
Normal,4547.302607663124
Normal,5365.140992542052
Normal,3198.387125157229
Normal,2164.0865869310405
Normal,4391.640511532126
Normal,2856.352179362538
Normal,5035.706244123869
Normal,3161.9121387624773
Normal,4316.715529353111
Normal,5785.084856444478
Normal,5500.878545892717
Normal,4541.547466267721
Normal,4137.61815742382
Normal,4579.736652102867
Normal,976.1345390813575
Normal,3450.201416042147
Normal,2770.233312973566
Normal,2638.9805191317955
Normal,2911.59805277422
Normal,1761.9093930549438
Normal,3431.4808710264274
Normal,4546.161278455331
Normal,3852.5376455495543
Normal,3992.5411917221422
Normal,3791.299871949411
Normal,2775.3571825676518
Normal,4275.3260834455605
Normal,3342.209184254169
Normal,4489.168577473634
Normal,2022.2549885500391
Normal,4502.28720287022
Normal,4907.2876512134935
Normal,4170.861926461106
Normal,4407.96644091087
Normal,4973.364540060366
Normal,4425.227605995578
Normal,3832.8534944685093
Normal,5510.4120246212115
Normal,4271.3665020041735
Normal,4992.434431971174
Normal,4605.127101221814
Normal,5542.797195661434
Normal,5419.961096967591
Normal,2305.923637348883
Normal,4079.493097818744
Normal,4280.768242853852
Normal,2970.5969828725015
Normal,2795.418208002266
Normal,3853.361663720249
Normal,4535.4008341315275
Normal,1702.000287712585
Normal,3310.69553118257
Normal,5183.794706034359
Normal,1537.7365968403258
Normal,4303.770716523795
Normal,4598.620691808638
Normal,5043.597838784894
Normal,4363.270679377462
Normal,4860.366131401906
Normal,2553.004032830594
Normal,4190.679415642414
Normal,2597.1016951691117
Normal,4142.3498823349655
Normal,2756.8097441462764
Normal,4200.593807870837
Normal,3263.2097795249724
Normal,4602.594226926669
Normal,4439.246031019925
Normal,3802.7524506137206
Normal,2543.474210870334
Normal,4064.5190892420164
Normal,1397.4231412374975
Normal,3997.733441753985
Normal,3521.091242480663
Normal,3679.638381786068
Normal,6095.149087489053
Normal,4361.470760347203
Normal,4406.098310122674
Normal,3843.0127647033737
Normal,5292.921564088132
Normal,6827.54831844976
Normal,4806.806871665508
Normal,5625.0813020164405
Normal,3911.0338643692244
Normal,4780.213148069271
Normal,4582.826794592624
Normal,3574.52099777501
Normal,3589.3152150954443
Normal,2858.3004404477465
Normal,2394.9132171088227
Normal,3094.9674812214903
Normal,4416.3560228806955
Normal,1563.1843741191244
Normal,3181.6518146367143
Normal,5246.253458989996
Normal,3958.597473754073
Normal,4868.159065687844
Normal,4988.771097410404
Normal,4319.743019192382
Normal,4237.59283197179
Normal,3650.6016434589474
Normal,4758.6124341246095
Normal,4892.611788556021
Normal,3694.381097192999
Normal,4884.970943783848
Normal,2319.8066060982014
Normal,5513.094016188061
Normal,2894.7187438075725
Normal,3642.2040093843266
Normal,3297.713730917676
Normal,2192.7712296592454
Normal,4050.676233737061
Normal,1992.9243366259388
Normal,4710.903173536936
Normal,5573.31135874582
Normal,3582.060709960637
Normal,4090.979360315776
Normal,4250.130403187016
Normal,4787.436284398965
Normal,2958.2707138179585
Normal,3911.6073711805307
Normal,5323.267230193082
Normal,2404.617436071425
Normal,5200.630142155002
Normal,4118.480586180892
Normal,2517.636791055974
Normal,4407.368220876029
Normal,4131.867637924527
Normal,4064.5621756675664
Normal,4078.373661625719
Normal,3740.180591657036
Normal,4857.971718165701
Normal,3196.4776933138596
Normal,3058.1168397127935
Normal,3112.6277336251874
Normal,2168.224943349637
Normal,3711.156786117928
Normal,3811.901006957151
Normal,4539.997646051341
Normal,3586.1030932373947
Normal,3685.779732959472
Normal,3897.3938318821297
Normal,4849.187086126227
Normal,3530.5411362036125
Normal,1047.1900216125082
Normal,4043.6776460866627
Normal,4015.676776623008
Normal,4634.961187661552
Normal,4464.629315200994
Normal,5039.912648789154
Normal,3410.618570306269
Normal,2936.211474355531
Normal,1063.5749200692558
Normal,3761.801370471195
Normal,1992.1747260724999
Normal,5400.199730654771
Normal,4934.356778125824
Normal,2995.8643911271515
Normal,4851.4607265071445
Normal,5647.684761123502
Normal,4137.117112653476
Normal,3715.424180370395
Normal,4809.8207181850885
Normal,4381.246822197317
Normal,3760.3076043559145
Normal,2640.7241374031587
Normal,3115.9213910333565
Normal,3156.7921171492108
Normal,5631.394376522339
Normal,5248.368577637888
Normal,2806.0700391012087
Normal,5036.279237755057
Normal,1585.7774049635168
