Latent PC1,Latent PC2,Latent PC3,score,path,label
-6.0161624,-1.839851,-0.03126523,0.00054054894,./data/Normal/Normal-5974.png,Normal
0.70716465,-4.0656204,1.1224786,0.0013768396,./data/Normal/Normal-1029.png,Normal
1.0649964,4.2584887,0.53999555,0.00070595916,./data/Normal/Normal-2659.png,Normal
-4.4377975,-1.5080298,1.3118029,0.00047119363,./data/Normal/Normal-3041.png,Normal
-2.9565687,5.1656003,-1.7140101,0.0007258621,./data/Normal/Normal-5717.png,Normal
-0.12192555,-0.12196587,-4.648152,0.0010385611,./data/Normal/Normal-4950.png,Normal
-7.796503,-1.2160839,3.3259354,0.00016584717,./data/Normal/Normal-8770.png,Normal
3.6940684,3.7334762,-2.4041965,0.0006606032,./data/Normal/Normal-6687.png,Normal
-1.5031428,-1.6395864,-0.76244825,0.00044784872,./data/Normal/Normal-7681.png,Normal
-3.4468818,-0.9337003,1.128708,0.00044527405,./data/Normal/Normal-4076.png,Normal
-5.7155185,0.8790524,0.34343073,0.00040828035,./data/Normal/Normal-9571.png,Normal
5.3615613,-4.0818176,-1.1517866,0.0010877918,./data/Normal/Normal-114.png,Normal
3.5687299,2.9032013,-1.6753858,0.0005473469,./data/Normal/Normal-2781.png,Normal
3.2342534,-3.906553,-0.36684576,0.0012850481,./data/Normal/Normal-1220.png,Normal
-1.2744882,1.3726759,0.09288764,0.0005111975,./data/Normal/Normal-7146.png,Normal
2.756046,3.5610735,-2.2955804,0.00069334963,./data/Normal/Normal-3701.png,Normal
2.817948,2.1276278,0.31213465,0.0005539559,./data/Normal/Normal-8309.png,Normal
-0.46425533,-2.6884348,2.1375566,0.00056723977,./data/Normal/Normal-2114.png,Normal
2.023682,-4.480288,-0.16203068,0.0013693798,./data/Normal/Normal-306.png,Normal
4.591197,3.0483737,-3.3257747,0.000494807,./data/Normal/Normal-9536.png,Normal
-7.6395288,-1.387363,0.24195743,0.00077073695,./data/Normal/Normal-4121.png,Normal
-6.3580675,-0.34792778,-0.2992737,0.0005947559,./data/Normal/Normal-4903.png,Normal
2.1424778,3.276764,1.1086357,0.0015572433,./data/Normal/Normal-6601.png,Normal
-4.782232,4.260768,-2.233824,0.00043047298,./data/Normal/Normal-5074.png,Normal
-6.526412,0.96156585,-0.7441651,0.00060815155,./data/Normal/Normal-6620.png,Normal
-4.114417,4.177119,1.2335967,0.00074367184,./data/Normal/Normal-2820.png,Normal
3.9191942,3.3205059,-1.9788786,0.00068258704,./data/Normal/Normal-8077.png,Normal
-0.57408094,-0.6009261,-0.13674888,0.00077806856,./data/Normal/Normal-1553.png,Normal
-0.42696163,1.6973493,-2.6853478,0.0008242186,./data/Normal/Normal-4949.png,Normal
7.6902184,-3.6251311,-0.32174677,0.0013099597,./data/Normal/Normal-750.png,Normal
3.734167,4.6648397,-0.773103,0.0007180867,./data/Normal/Normal-5378.png,Normal
-5.2839847,3.6442976,-2.0841315,0.00050020055,./data/Normal/Normal-1815.png,Normal
-0.14922948,5.21732,0.91268593,0.00031378356,./data/Normal/Normal-1603.png,Normal
0.20195918,5.371449,0.56521815,0.00070433825,./data/Normal/Normal-1515.png,Normal
4.1541147,3.186404,-1.9427682,0.0008882606,./data/Normal/Normal-6334.png,Normal
10.703398,3.7959092,1.0826824,0.0006735111,./data/Normal/Normal-6667.png,Normal
5.9964285,2.63803,-4.3139014,0.0009925037,./data/Normal/Normal-7880.png,Normal
-5.9204407,4.499924,-1.2589209,0.0004289149,./data/Normal/Normal-54.png,Normal
0.5945611,0.63710564,-1.7373601,0.0007517013,./data/Normal/Normal-8872.png,Normal
3.4568791,5.61271,-2.7775908,0.00060297456,./data/Normal/Normal-9459.png,Normal
-4.605855,-0.59124744,2.2441611,0.00039851674,./data/Normal/Normal-7499.png,Normal
3.314046,6.2209454,0.8076758,0.00059046654,./data/Normal/Normal-5695.png,Normal
-5.0519834,5.8440003,0.03585738,0.00041072845,./data/Normal/Normal-1827.png,Normal
5.557048,-2.8855217,-0.6487484,0.0015906986,./data/Normal/Normal-799.png,Normal
0.6885022,4.0665884,-0.29550356,0.0006316812,./data/Normal/Normal-6598.png,Normal
-1.5136492,-1.8444481,-3.116976,0.00068615447,./data/Normal/Normal-5240.png,Normal
3.4174645,0.86920536,-1.1054364,0.0005968209,./data/Normal/Normal-4021.png,Normal
4.832729,2.3649755,2.1538794,0.00053668045,./data/Normal/Normal-5433.png,Normal
-3.8566158,-2.8489382,0.41166103,0.00071677106,./data/Normal/Normal-125.png,Normal
-1.2965707,5.4688635,-2.1377544,0.0005654757,./data/Normal/Normal-3449.png,Normal
-2.1230056,-2.881966,-2.8696313,0.0010419678,./data/Normal/Normal-9168.png,Normal
4.150655,1.9085196,-4.255331,0.0006588583,./data/Normal/Normal-2471.png,Normal
3.0092134,4.514343,-2.4495177,0.0005941861,./data/Normal/Normal-3123.png,Normal
0.58393395,5.0822535,-2.5684314,0.0006899302,./data/Normal/Normal-9272.png,Normal
-8.027964,0.9415795,-1.909025,0.0005557296,./data/Normal/Normal-2673.png,Normal
8.280908,-1.8727317,0.52985317,0.0013879421,./data/Normal/Normal-927.png,Normal
-3.013464,2.264481,-0.08350188,0.00057332,./data/Normal/Normal-9891.png,Normal
0.13186218,6.4060216,-1.8438903,0.000579161,./data/Normal/Normal-2824.png,Normal
-1.7864077,-4.0757527,-2.17507,0.0008065415,./data/Normal/Normal-1616.png,Normal
-3.6224942,1.6845912,-1.3402276,0.0007730641,./data/Normal/Normal-7515.png,Normal
-1.5715592,3.3369057,-2.2356553,0.0005300725,./data/Normal/Normal-1737.png,Normal
-4.1529026,3.0282493,-1.3336279,0.0005678606,./data/Normal/Normal-5873.png,Normal
-6.0662622,-0.056034412,-2.8836904,0.00060505467,./data/Normal/Normal-6117.png,Normal
-0.5394089,1.8862038,-3.5375078,0.0005498495,./data/Normal/Normal-5843.png,Normal
5.1197147,-3.0569267,0.11318888,0.001044704,./data/Normal/Normal-464.png,Normal
-3.9338932,5.868712,-2.276741,0.0003748342,./data/Normal/Normal-3996.png,Normal
2.2378702,3.7426975,-3.1294615,0.0007044948,./data/Normal/Normal-8272.png,Normal
-0.2857706,-0.47940326,3.307016,0.001280391,./data/Normal/Normal-8965.png,Normal
-1.1969491,4.330968,0.17076705,0.00064184907,./data/Normal/Normal-4782.png,Normal
4.5205603,2.6341693,0.22019556,0.0011057862,./data/Normal/Normal-6762.png,Normal
-5.002614,2.7101908,-0.73891264,0.0005525887,./data/Normal/Normal-2233.png,Normal
-9.583203,-1.3457994,2.4155056,0.0009827304,./data/Normal/Normal-1505.png,Normal
-8.389544,2.9152274,-1.4166591,0.0006347615,./data/Normal/Normal-8746.png,Normal
-6.9276648,0.4440396,-0.7586256,0.0009134638,./data/Normal/Normal-8524.png,Normal
7.420627,-3.208785,-0.80809104,0.0009695992,./data/Normal/Normal-305.png,Normal
5.213136,-4.249117,-1.2565019,0.0012815893,./data/Normal/Normal-993.png,Normal
4.6181335,2.5624826,2.2370293,0.0005452586,./data/Normal/Normal-3841.png,Normal
7.0686035,2.6775374,-5.752467,0.00042467483,./data/Normal/Normal-10178.png,Normal
-1.326591,4.421789,-4.2276587,0.00050831924,./data/Normal/Normal-4177.png,Normal
3.9700751,3.5136807,-4.6438484,0.00075187336,./data/Normal/Normal-8736.png,Normal
-7.3599677,-1.9901447,3.1403108,0.00069505186,./data/Normal/Normal-9984.png,Normal
0.48557913,3.1915088,-0.9494784,0.0006393598,./data/Normal/Normal-7476.png,Normal
-3.17286,-0.82512105,-3.500021,0.0010086372,./data/Normal/Normal-8030.png,Normal
6.7428246,2.5410123,-2.6355367,0.00090018543,./data/Normal/Normal-3134.png,Normal
1.2525618,4.708016,3.4045556,0.0003393974,./data/Normal/Normal-6880.png,Normal
-8.456462,-0.9179292,1.8495055,0.00020222335,./data/Normal/Normal-9719.png,Normal
-8.096473,-0.79760224,0.3948911,0.001087355,./data/Normal/Normal-8728.png,Normal
1.0322737,-0.6926457,-3.7214904,0.0006091755,./data/Normal/Normal-2717.png,Normal
-8.154659,-2.6442373,1.5168713,0.000848521,./data/Normal/Normal-3028.png,Normal
-0.7961424,2.0568137,-2.5847876,0.0007847588,./data/Normal/Normal-3454.png,Normal
-4.5056458,-1.3028367,-2.680104,0.00072051457,./data/Normal/Normal-8353.png,Normal
-0.35201854,0.49339747,-1.908776,0.00071136095,./data/Normal/Normal-3534.png,Normal
-7.5821457,0.22110985,-0.6500036,0.0008670546,./data/Normal/Normal-9069.png,Normal
3.3324478,3.260031,0.45284325,0.00080460974,./data/Normal/Normal-3953.png,Normal
-0.8175439,-1.5120698,-1.9947698,0.0011230409,./data/Normal/Normal-708.png,Normal
-0.7993134,2.51217,-3.5321245,0.0005399191,./data/Normal/Normal-5313.png,Normal
1.6685112,4.3429413,-1.2962726,0.0006543291,./data/Normal/Normal-2112.png,Normal
-0.1585842,5.9497714,0.27642563,0.0006066964,./data/Normal/Normal-5091.png,Normal
-1.6922936,5.4760675,-3.0750885,0.00047360163,./data/Normal/Normal-2338.png,Normal
3.6704378,0.8897838,-3.7827582,0.00065341534,./data/Normal/Normal-2277.png,Normal
-1.3338869,7.9771953,0.7720241,0.00019363873,./data/Normal/Normal-8878.png,Normal
-6.757339,-1.1533791,-0.18766999,0.0008239739,./data/Normal/Normal-3671.png,Normal
-5.762008,0.26110816,-1.1940484,0.00074601115,./data/Normal/Normal-3894.png,Normal
-2.6695397,5.0192666,-3.7399821,0.0004893901,./data/Normal/Normal-4134.png,Normal
-2.483824,3.0569746,-0.7971213,0.0006513487,./data/Normal/Normal-5757.png,Normal
5.68397,3.5138187,-2.16292,0.00076723215,./data/Normal/Normal-9278.png,Normal
-1.0070204,2.8920841,-1.8455954,0.00050185464,./data/Normal/Normal-4468.png,Normal
-6.2212863,0.18843761,-0.027417377,0.00054921024,./data/Normal/Normal-10116.png,Normal
2.1025906,4.1307535,2.7350013,0.00025696444,./data/Normal/Normal-2428.png,Normal
1.4040276,-3.5322132,1.0112302,0.0010421493,./data/Normal/Normal-7111.png,Normal
13.125298,7.8581476,-0.47337246,0.0015810954,./data/Normal/Normal-1659.png,Normal
6.002792,3.5539453,-3.9327502,0.0006602822,./data/Normal/Normal-1681.png,Normal
-4.366683,-5.2212033,1.2840688,0.00073969667,./data/Normal/Normal-8816.png,Normal
2.6923382,0.837701,-2.549895,0.00043951452,./data/Normal/Normal-8198.png,Normal
-0.26877716,-0.29688478,2.8860822,0.0010075744,./data/Normal/Normal-7951.png,Normal
-6.5875754,-4.6068225,-1.6885558,0.00046926376,./data/Normal/Normal-2580.png,Normal
5.395602,2.3047786,2.2919974,0.00054222223,./data/Normal/Normal-3973.png,Normal
4.509711,2.198658,-2.7278078,0.0004846502,./data/Normal/Normal-6698.png,Normal
0.7646169,3.4561799,-3.356282,0.00066114194,./data/Normal/Normal-9137.png,Normal
1.8258559,3.0805614,-0.14992665,0.0006490045,./data/Normal/Normal-4665.png,Normal
-0.77548575,2.9987576,-1.0588928,0.0009252737,./data/Normal/Normal-3649.png,Normal
3.5240808,3.866343,-3.420167,0.0005933152,./data/Normal/Normal-6815.png,Normal
-0.38701105,4.744107,-3.1927743,0.00067254086,./data/Normal/Normal-9373.png,Normal
0.53054506,5.219386,-0.7532091,0.0005886289,./data/Normal/Normal-8593.png,Normal
-2.982056,2.6232417,0.34453228,0.00045389618,./data/Normal/Normal-10096.png,Normal
-8.633529,-2.7966614,2.1264908,0.00066547596,./data/Normal/Normal-9913.png,Normal
-2.6075034,2.0944312,1.0893502,0.00066365034,./data/Normal/Normal-1808.png,Normal
0.84286064,5.250432,1.3513452,0.0005097784,./data/Normal/Normal-6344.png,Normal
-4.5426826,1.3525871,0.2043596,0.0005315923,./data/Normal/Normal-8261.png,Normal
3.6757889,-2.4388213,1.1595825,0.0012842038,./data/Normal/Normal-1369.png,Normal
0.3281812,2.9468856,-2.418812,0.0007708578,./data/Normal/Normal-9893.png,Normal
-0.076383896,5.3712344,-3.154863,0.00062938116,./data/Normal/Normal-2999.png,Normal
6.3518033,-4.07922,-0.8681652,0.0016629399,./data/Normal/Normal-615.png,Normal
6.0961986,3.2431674,-0.5199268,0.0006094366,./data/Normal/Normal-7738.png,Normal
-1.2103021,-3.1856036,-2.6872149,0.0006045346,./data/Normal/Normal-9851.png,Normal
0.13768154,1.2458489,-3.561056,0.00043929523,./data/Normal/Normal-9696.png,Normal
-8.649391,-3.210841,0.6567706,0.00067586644,./data/Normal/Normal-3784.png,Normal
1.8574986,2.0426505,-3.5876505,0.00081481977,./data/Normal/Normal-4963.png,Normal
5.6130543,3.6692147,-0.7168708,0.00076375203,./data/Normal/Normal-2151.png,Normal
-5.592266,-0.13746774,-0.030790249,0.00077051995,./data/Normal/Normal-5024.png,Normal
0.45898482,3.517872,-1.4830351,0.00056076475,./data/Normal/Normal-4607.png,Normal
3.1344945,1.823561,1.612154,0.00077681366,./data/Normal/Normal-6481.png,Normal
-4.737256,3.3150892,-1.7699313,0.000573696,./data/Normal/Normal-9079.png,Normal
5.079899,-0.3646036,-2.575557,0.0008974209,./data/Normal/Normal-1201.png,Normal
-2.115631,2.9471228,-0.74367285,0.00057664694,./data/Normal/Normal-4359.png,Normal
-0.8101185,2.682273,0.89921117,0.00046127485,./data/Normal/Normal-1891.png,Normal
1.6586983,3.9033327,1.4452999,0.0005692651,./data/Normal/Normal-8362.png,Normal
-1.0671189,2.2814214,0.519087,0.00089867617,./data/Normal/Normal-5624.png,Normal
-4.2647114,2.907372,-1.3775346,0.000665419,./data/Normal/Normal-7235.png,Normal
2.501052,1.1419636,-0.5970877,0.00087015354,./data/Normal/Normal-9416.png,Normal
-0.83887637,0.004435418,-2.857767,0.0013539221,./data/Normal/Normal-3745.png,Normal
2.1896555,3.7324984,-2.85605,0.00058616494,./data/Normal/Normal-7617.png,Normal
4.4637933,-2.8717706,-0.50292057,0.0012322289,./data/Normal/Normal-886.png,Normal
0.57272047,4.5093956,-2.0191634,0.00053672784,./data/Normal/Normal-3367.png,Normal
-0.82423437,5.50777,0.60005885,0.0005427947,./data/Normal/Normal-5262.png,Normal
-1.0177994,2.6539888,-0.22682807,0.0010645685,./data/Normal/Normal-2410.png,Normal
-0.7708573,1.7081858,0.055397235,0.00063196,./data/Normal/Normal-6095.png,Normal
-2.1138613,3.0031183,-3.3573422,0.0007558517,./data/Normal/Normal-4131.png,Normal
5.6797223,-3.5452595,-0.1516778,0.0015385274,./data/Normal/Normal-918.png,Normal
12.086383,3.297214,-0.5654599,0.0012838298,./data/Normal/Normal-3762.png,Normal
10.088199,7.3092365,1.8287604,0.0024401774,./data/Normal/Normal-7682.png,Normal
-1.5721854,6.1204643,1.0907682,0.000522182,./data/Normal/Normal-6657.png,Normal
-3.4539075,7.791663,0.6537931,0.00027919337,./data/Normal/Normal-7634.png,Normal
1.1581216,3.2388623,0.29769436,0.00072835037,./data/Normal/Normal-1844.png,Normal
-8.909198,-3.5992305,-0.68467003,0.0005165449,./data/Normal/Normal-1566.png,Normal
2.2817688,3.866356,-2.0557187,0.00078038644,./data/Normal/Normal-4768.png,Normal
-2.0066311,5.5609317,2.0506086,0.0004158581,./data/Normal/Normal-1673.png,Normal
4.035487,3.82146,-4.051991,0.0010176806,./data/Normal/Normal-5335.png,Normal
1.0565555,2.1830814,1.6890333,0.00037323244,./data/Normal/Normal-3721.png,Normal
-5.4084396,-0.8464063,-1.344982,0.00048583763,./data/Normal/Normal-2030.png,Normal
-3.0338027,1.6141988,-2.1739168,0.0011307802,./data/Normal/Normal-1691.png,Normal
2.0852606,2.6986744,2.5280888,0.0012672981,./data/Normal/Normal-31.png,Normal
0.8066894,3.9447155,4.4532743,0.00040613266,./data/Normal/Normal-5270.png,Normal
-3.2764194,5.2738247,1.590594,0.0005444231,./data/Normal/Normal-6650.png,Normal
-4.3842087,6.45405,-1.6892554,0.00041609866,./data/Normal/Normal-4857.png,Normal
-4.1874986,2.8115513,-1.6965228,0.00066406536,./data/Normal/Normal-7776.png,Normal
-0.26171947,1.7552481,0.78057206,0.00076229934,./data/Normal/Normal-2211.png,Normal
-1.9131773,0.42258206,-3.1581903,0.0008661516,./data/Normal/Normal-1981.png,Normal
-2.0141766,3.7586653,0.6031062,0.0005615095,./data/Normal/Normal-3198.png,Normal
-6.033272,0.26693332,0.9615075,0.00051981973,./data/Normal/Normal-5855.png,Normal
4.421654,-2.1403942,-0.08816434,0.0013580117,./data/Normal/Normal-1146.png,Normal
-7.3642335,3.0604584,-1.208046,0.00030134252,./data/Normal/Normal-1887.png,Normal
-3.28682,-0.7851602,2.4934416,0.0005460691,./data/Normal/Normal-3361.png,Normal
0.13518597,6.2248516,0.12052304,0.00060321967,./data/Normal/Normal-5151.png,Normal
-8.005469,0.36466882,-0.38885298,0.00032006647,./data/Normal/Normal-9146.png,Normal
1.5986565,1.7040446,0.5456025,0.00064507185,./data/Normal/Normal-7590.png,Normal
-6.6233907,-1.5144458,-1.4364902,0.00076376734,./data/Normal/Normal-2498.png,Normal
2.248421,-5.8653946,-0.66629535,0.0017354952,./data/Normal/Normal-1017.png,Normal
2.2590787,-4.1046643,0.3946631,0.0015719314,./data/Normal/Normal-698.png,Normal
-2.1886895,-6.2698293,-1.0258474,0.0004460606,./data/Normal/Normal-9938.png,Normal
-4.936173,5.5519567,2.8144758,0.0003185575,./data/Normal/Normal-4608.png,Normal
-0.42741284,1.3676773,-0.5174886,0.000659366,./data/Normal/Normal-1975.png,Normal
-4.119693,3.8357246,-1.1795577,0.000497796,./data/Normal/Normal-9868.png,Normal
0.6280457,3.9710505,0.056025732,0.00038064417,./data/Normal/Normal-3119.png,Normal
1.7866625,-0.031712007,-0.8505576,0.0008292186,./data/Normal/Normal-9346.png,Normal
2.2048395,3.1573708,-2.1899066,0.00075133273,./data/Normal/Normal-1865.png,Normal
-3.111332,2.0432436,0.35401842,0.0006395224,./data/Normal/Normal-9430.png,Normal
2.2209215,0.3399371,-1.2191143,0.00072438555,./data/Normal/Normal-2397.png,Normal
9.190793,-3.06318,-0.7752882,0.0015533869,./data/Normal/Normal-1043.png,Normal
-3.3941948,5.9271984,-0.55393356,0.00042918388,./data/Normal/Normal-6899.png,Normal
-7.0724535,-5.3385367,2.3768072,0.0005652764,./data/Normal/Normal-8822.png,Normal
6.108631,3.7664895,1.0314587,0.00038855433,./data/Normal/Normal-6425.png,Normal
-3.1898527,-4.590997,0.48741484,0.00056493026,./data/Normal/Normal-4443.png,Normal
2.5509138,3.0812216,-0.723018,0.0010103721,./data/Normal/Normal-2986.png,Normal
-9.22841,0.06728705,1.4557542,0.00080098386,./data/Normal/Normal-1682.png,Normal
7.3701215,3.4143245,-1.0961218,0.00084809685,./data/Normal/Normal-6696.png,Normal
8.718784,0.17425047,12.777766,0.00042793478,./data/Normal/Normal-7771.png,Normal
-7.741582,0.9589865,0.41457862,0.0008211181,./data/Normal/Normal-7989.png,Normal
-3.9114838,4.7392044,-3.4070427,0.00049732183,./data/Normal/Normal-2955.png,Normal
9.021819,-1.7825706,-1.0636047,0.0017313528,./data/Normal/Normal-188.png,Normal
-4.9862986,3.3600776,-2.372027,0.0007624206,./data/Normal/Normal-4291.png,Normal
-3.532284,4.4560504,1.2720178,0.0004537819,./data/Normal/Normal-8268.png,Normal
3.9665892,-1.8572013,1.970086,0.0013760923,./data/Normal/Normal-734.png,Normal
0.6272836,4.021327,0.04763225,0.0009975923,./data/Normal/Normal-1551.png,Normal
-3.7942746,-0.010361683,-4.455747,0.0006395039,./data/Normal/Normal-6595.png,Normal
-4.4030313,2.0987904,-1.4502851,0.00042404656,./data/Normal/Normal-3957.png,Normal
3.1573224,4.673154,0.9648853,0.00032492095,./data/Normal/Normal-8187.png,Normal
4.0921063,-1.7688284,1.3705441,0.001445069,./data/Normal/Normal-1111.png,Normal
-6.4418645,-5.886117,-1.5930463,0.00040074612,./data/Normal/Normal-2206.png,Normal
2.9352553,-4.6800323,-1.5349324,0.0009587155,./data/Normal/Normal-422.png,Normal
6.377952,0.9310591,0.13586189,0.0006638665,./data/Normal/Normal-5198.png,Normal
-2.2888038,-4.5437665,-0.80436194,0.0005140855,./data/Normal/Normal-3888.png,Normal
0.7936771,1.6403818,0.9556284,0.0007260005,./data/Normal/Normal-5137.png,Normal
1.6439904,5.694586,2.620208,0.00034541998,./data/Normal/Normal-3332.png,Normal
0.2631817,3.0494473,0.46325713,0.0005176731,./data/Normal/Normal-7964.png,Normal
-2.793678,-5.948505,-1.9432646,0.00076559966,./data/Normal/Normal-22.png,Normal
-0.8946247,2.4117665,1.2284356,0.0013807393,./data/Normal/Normal-1964.png,Normal
-7.010067,-2.3786912,0.62443763,0.00046945506,./data/Normal/Normal-8244.png,Normal
-5.743424,3.345708,1.8987805,0.00040461632,./data/Normal/Normal-9374.png,Normal
1.7831942,2.096981,-3.2865021,0.0006714422,./data/Normal/Normal-1813.png,Normal
0.77934283,2.010192,-3.0273266,0.0006182476,./data/Normal/Normal-3672.png,Normal
-3.7705343,1.0066148,-3.8496544,0.0005830725,./data/Normal/Normal-8436.png,Normal
-1.4175557,3.1364722,-1.2924802,0.0007049242,./data/Normal/Normal-5706.png,Normal
2.6801426,1.4705269,0.19369505,0.0006848512,./data/Normal/Normal-2159.png,Normal
-1.7997121,1.0632803,1.9006512,0.00079983415,./data/Normal/Normal-7849.png,Normal
5.838055,-4.145005,0.104042776,0.0010871778,./data/Normal/Normal-932.png,Normal
-0.8523494,0.32059133,-0.39857474,0.0009378145,./data/Normal/Normal-6228.png,Normal
-1.5893849,5.370433,-0.13651222,0.0006986347,./data/Normal/Normal-6907.png,Normal
-3.6433961,3.1405292,-0.21222994,0.00056628714,./data/Normal/Normal-3114.png,Normal
-1.922546,4.6966166,2.8134632,0.0008022977,./data/Normal/Normal-3418.png,Normal
-6.1030474,-2.7769237,-0.66068673,0.00070451933,./data/Normal/Normal-2919.png,Normal
-2.4244435,4.1584954,-1.3828871,0.0006045394,./data/Normal/Normal-8446.png,Normal
0.51963496,-0.26124308,1.8439695,0.00070740946,./data/Normal/Normal-7514.png,Normal
-3.4705653,5.509203,-0.30716375,0.00050730107,./data/Normal/Normal-9000.png,Normal
-0.20271024,2.1056154,0.10256229,0.0006906712,./data/Normal/Normal-6826.png,Normal
-7.6235647,-0.30552536,2.343309,0.00016232126,./data/Normal/Normal-8097.png,Normal
-9.410789,-2.0844114,1.9203458,0.00095866347,./data/Normal/Normal-2156.png,Normal
-2.5028057,3.2897043,1.0792047,0.0007169283,./data/Normal/Normal-9878.png,Normal
1.3996003,3.995205,-5.492255,0.00069572707,./data/Normal/Normal-5190.png,Normal
5.1183295,-2.2265275,-0.81671953,0.0013526084,./data/Normal/Normal-1040.png,Normal
0.63365334,2.6573045,-0.14438586,0.0007447485,./data/Normal/Normal-7678.png,Normal
3.5477848,5.214974,0.40899396,0.0010084321,./data/Normal/Normal-9519.png,Normal
-0.7375332,1.9224801,-3.5903764,0.00057712046,./data/Normal/Normal-9156.png,Normal
-8.222866,-0.5254396,0.25056723,0.0009391485,./data/Normal/Normal-2752.png,Normal
-2.0875287,5.4160857,0.4363805,0.0004859813,./data/Normal/Normal-6467.png,Normal
-3.9036846,-1.2127423,-0.552278,0.0008171096,./data/Normal/Normal-9364.png,Normal
2.4486587,-2.6460965,-0.30893433,0.0012461569,./data/Normal/Normal-809.png,Normal
2.6616027,-4.2515483,-2.1014893,0.0011125354,./data/Normal/Normal-1203.png,Normal
4.133465,5.243966,-3.4252584,0.0006931389,./data/Normal/Normal-6217.png,Normal
2.1799953,1.5372009,-0.13705024,0.00052631344,./data/Normal/Normal-1924.png,Normal
1.8281045,5.1495013,2.6446044,0.0002855879,./data/Normal/Normal-2288.png,Normal
2.2132285,2.2335513,0.080287546,0.0008244625,./data/Normal/Normal-2703.png,Normal
-2.761759,-1.4049324,0.004942076,0.0005487458,./data/Normal/Normal-4305.png,Normal
-7.100585,-0.88197577,3.510218,0.00028971003,./data/Normal/Normal-5146.png,Normal
-3.8697846,6.1769786,-1.02941,0.00041626417,./data/Normal/Normal-2254.png,Normal
-2.0849597,1.5877104,-1.2581656,0.0009275082,./data/Normal/Normal-8525.png,Normal
-2.0216112,2.1283643,-0.11451702,0.0005859548,./data/Normal/Normal-5340.png,Normal
3.6506062,3.876898,-0.8942292,0.0007424728,./data/Normal/Normal-8394.png,Normal
2.4483857,5.0881305,-4.2702446,0.0005056215,./data/Normal/Normal-9853.png,Normal
-3.1434517,3.3047695,-0.13011205,0.0007478124,./data/Normal/Normal-6575.png,Normal
0.8582691,-0.11993807,1.9471304,0.00038272003,./data/Normal/Normal-8007.png,Normal
11.269617,2.3234782,1.6472043,0.00074587343,./data/Normal/Normal-6855.png,Normal
-5.901738,-1.7725655,1.2918929,0.00045665633,./data/Normal/Normal-3575.png,Normal
-6.265521,-1.3266398,0.6728795,0.0005436238,./data/Normal/Normal-3381.png,Normal
-5.143461,-3.9649909,-5.462655,0.00047941005,./data/Normal/Normal-2481.png,Normal
-2.3806057,4.0219474,-2.5127451,0.00065361836,./data/Normal/Normal-6535.png,Normal
0.86394614,0.25774017,-1.5396795,0.0007227359,./data/Normal/Normal-8588.png,Normal
0.4362088,4.9428716,-0.5273298,0.0005315836,./data/Normal/Normal-7114.png,Normal
-1.5053016,-7.050978,0.32064417,0.0013247745,./data/Normal/Normal-437.png,Normal
1.8548185,-2.9242194,0.05428543,0.0018640955,./data/Normal/Normal-213.png,Normal
