PC1,PC2,PC3,score,path,label,size_score
-120.68678,494.84155,-160.91374,-0.1528428967379104,./data/Normal/Normal-2781.png,Normal,0.3299547679708416
683.3215,131.15863,232.08945,-0.1393722731719138,./data/Normal/Normal-1220.png,Normal,0.467551142767873
-152.479,262.7651,-234.88968,-0.16078047592608746,./data/Normal/Normal-7146.png,Normal,0.24887595854478936
-51.949474,495.34656,-40.476093,-0.1405086527104764,./data/Normal/Normal-3701.png,Normal,0.45594353573070245
-62.383854,-53.380093,83.038185,-0.14940471441523984,./data/Normal/Normal-8309.png,Normal,0.36507425751584605
-55.165966,-36.808544,-62.997887,-0.14682404138410043,./data/Normal/Normal-2114.png,Normal,0.3914346744543456
683.71686,51.404465,135.59518,-0.14289290765818158,./data/Normal/Normal-306.png,Normal,0.43158944137205385
-190.2875,384.7902,30.335789,-0.14741385068172874,./data/Normal/Normal-9536.png,Normal,0.38541003715543865
-96.78064,12.668358,-68.19591,-0.16784992141962007,./data/Normal/Normal-4121.png,Normal,0.17666474523535322
-228.91296,-25.14808,-211.36629,-0.16917920311464146,./data/Normal/Normal-4903.png,Normal,0.163086729234617
-61.060524,62.7815,159.40363,-0.14441779168019925,./data/Normal/Normal-6601.png,Normal,0.4160134353774105
-374.6008,137.97798,-8.048869,-0.14206079691879336,./data/Normal/Normal-5074.png,Normal,0.44008907916599477
-146.26755,-0.33812124,-0.92912436,-0.15509096782696608,./data/Normal/Normal-6620.png,Normal,0.3069917306159195
-179.51913,298.81262,89.944595,-0.13841156245844577,./data/Normal/Normal-2820.png,Normal,0.4773643715879222
-236.26952,407.91785,-66.08508,-0.12638615867347347,./data/Normal/Normal-8077.png,Normal,0.6001984748628044
-80.224396,243.58163,-189.47586,-0.15233387733044468,./data/Normal/Normal-1553.png,Normal,0.33515417279612486
-118.1668,-146.96315,39.888798,-0.14166790120428874,./data/Normal/Normal-4949.png,Normal,0.44410233257807813
641.762,44.66671,52.09106,-0.1488965915747124,./data/Normal/Normal-750.png,Normal,0.3702645043121881
-152.98222,478.349,-32.237232,-0.11303527210204772,./data/Normal/Normal-5378.png,Normal,0.736571789992158
-298.00882,145.86006,-76.44275,-0.15028439626181234,./data/Normal/Normal-1815.png,Normal,0.35608870220950717
-186.91771,-140.50496,96.43325,-0.15670636261388565,./data/Normal/Normal-1603.png,Normal,0.2904911977744235
-201.93802,308.74277,-14.538346,-0.14162941986440003,./data/Normal/Normal-1515.png,Normal,0.4444954021965763
55.01474,332.0361,3.4000394,-0.14833306214652947,./data/Normal/Normal-6334.png,Normal,0.3760207045377773
-20.152931,362.52463,12.279704,-0.12248933104123455,./data/Normal/Normal-6667.png,Normal,0.6400028204283994
-246.37585,-164.07733,-16.018097,-0.17708744581733354,./data/Normal/Normal-7880.png,Normal,0.08230757884307356
-315.84872,19.955166,-29.811357,-0.1382769027014496,./data/Normal/Normal-54.png,Normal,0.47873986057719914
-207.8357,84.37262,30.513308,-0.14236085880062738,./data/Normal/Normal-8872.png,Normal,0.4370240816955469
-182.7764,255.07162,218.96707,-0.14426130677672488,./data/Normal/Normal-9459.png,Normal,0.4176118584439482
-144.65764,-159.48085,-41.413544,-0.1679651249369532,./data/Normal/Normal-7499.png,Normal,0.1754879930032651
-62.821934,373.63345,-49.402084,-0.14178821313430334,./data/Normal/Normal-5695.png,Normal,0.4428734002028441
-292.5647,99.54171,42.002487,-0.14220908826655976,./data/Normal/Normal-1827.png,Normal,0.4385743495941635
645.31525,190.11928,192.36244,-0.14872180156059728,./data/Normal/Normal-799.png,Normal,0.3720499058695202
-61.762985,338.34738,127.75611,-0.16309211753828584,./data/Normal/Normal-6598.png,Normal,0.22526357682317677
-79.72039,56.091263,-211.2387,-0.1517681974441737,./data/Normal/Normal-5240.png,Normal,0.34093233898606745
-139.64616,368.36893,-135.94304,-0.14926109738382598,./data/Normal/Normal-4021.png,Normal,0.36654124104373115
-84.14179,-250.12743,31.602123,-0.1320720437479238,./data/Normal/Normal-5433.png,Normal,0.5421197103628602
328.65753,-19.36882,216.5143,-0.13959795852148355,./data/Normal/Normal-125.png,Normal,0.465245868198106
-187.10489,154.61148,240.15414,-0.14580223806609321,./data/Normal/Normal-3449.png,Normal,0.4018719368145139
-95.76173,89.72425,-202.32788,-0.14840804830275284,./data/Normal/Normal-9168.png,Normal,0.37525475460192254
-237.77962,317.7433,-93.14922,-0.1569892100681154,./data/Normal/Normal-2471.png,Normal,0.28760203795699507
-163.10548,384.01865,91.635605,-0.16055013480812153,./data/Normal/Normal-3123.png,Normal,0.25122878969945195
-175.61034,84.98298,206.18605,-0.15755250952771183,./data/Normal/Normal-9272.png,Normal,0.2818481867573189
-253.14668,18.338085,-26.101568,-0.15344953242430254,./data/Normal/Normal-2673.png,Normal,0.3237582566615383
753.2521,147.6008,89.825035,-0.14651306245000872,./data/Normal/Normal-927.png,Normal,0.394611184714589
-88.928406,-87.80188,111.493515,-0.15877238366548907,./data/Normal/Normal-9891.png,Normal,0.26938771985729343
-209.37827,276.24384,43.0167,-0.14514128903576923,./data/Normal/Normal-2824.png,Normal,0.4086232345590192
125.03311,87.657104,286.83774,-0.12322155135566559,./data/Normal/Normal-1616.png,Normal,0.6325235184996619
27.407503,283.24866,246.32726,-0.14676844447012038,./data/Normal/Normal-7515.png,Normal,0.3920025719815891
-286.46933,146.61472,-37.872368,-0.1617238063989434,./data/Normal/Normal-1737.png,Normal,0.23924026108322616
-206.20013,63.072357,-235.02275,-0.14441800609144323,./data/Normal/Normal-5873.png,Normal,0.41601124526277
-247.33362,73.36991,7.4721093,-0.152759788282535,./data/Normal/Normal-6117.png,Normal,0.3308036835476604
-166.8127,261.93408,-217.01175,-0.12983152094782846,./data/Normal/Normal-5843.png,Normal,0.5650056453333402
578.7293,323.28287,421.93945,-0.12132263840729629,./data/Normal/Normal-464.png,Normal,0.6519200621318593
-285.21512,143.19951,-35.876793,-0.16346266585099622,./data/Normal/Normal-3996.png,Normal,0.22147859209204615
-199.40973,350.58765,-124.84192,-0.15473228021482804,./data/Normal/Normal-8272.png,Normal,0.31065556361318175
49.989132,89.46094,-71.26803,-0.11277324544598288,./data/Normal/Normal-8965.png,Normal,0.7392482746996455
-84.93585,397.70227,-78.33923,-0.14743247032526952,./data/Normal/Normal-4782.png,Normal,0.38521984585221714
-82.41671,4.2562,62.65232,-0.14899097907104297,./data/Normal/Normal-6762.png,Normal,0.3693003783934714
-173.95622,-27.045753,382.83075,-0.15003809638122317,./data/Normal/Normal-2233.png,Normal,0.3586045449628863
-145.33203,34.8141,-89.56448,-0.14540945122195648,./data/Normal/Normal-1505.png,Normal,0.4058840781646447
-213.61592,29.57106,268.4669,-0.16233150354178705,./data/Normal/Normal-8746.png,Normal,0.2330329074725982
-168.8295,0.34054345,-133.17729,-0.16412294862633292,./data/Normal/Normal-8524.png,Normal,0.21473409984325464
586.4767,-42.617695,65.36022,-0.1465610677998324,./data/Normal/Normal-305.png,Normal,0.3941208316084955
673.21466,76.189415,98.92186,-0.14327295610992136,./data/Normal/Normal-993.png,Normal,0.4277074169839164
-114.96346,126.12867,-251.81984,-0.14609779884898577,./data/Normal/Normal-3841.png,Normal,0.39885291604988904
-222.89276,80.34013,51.588493,-0.1412702048098699,./data/Normal/Normal-10178.png,Normal,0.4481646227811845
-225.66959,87.65071,-152.0108,-0.15750198167935975,./data/Normal/Normal-4177.png,Normal,0.28236430605391105
-175.07883,332.4395,-27.516829,-0.15465553041714414,./data/Normal/Normal-8736.png,Normal,0.3114395283551235
-7.791156,-8.63484,-130.60228,-0.15474364162974918,./data/Normal/Normal-9984.png,Normal,0.3105395118581865
-191.26239,306.17838,-148.29271,-0.154676958923959,./data/Normal/Normal-7476.png,Normal,0.3112206457740319
-182.58429,184.09128,140.3684,-0.14804053449893867,./data/Normal/Normal-8030.png,Normal,0.3790087431864113
-146.29214,417.28406,-17.329016,-0.14886092205915258,./data/Normal/Normal-3134.png,Normal,0.37062885240697035
-114.56433,-1.2551072,-3.8350685,-0.16175635502633484,./data/Normal/Normal-6880.png,Normal,0.2389077914605885
-143.39604,-233.11009,31.869171,-0.15712296613460908,./data/Normal/Normal-9719.png,Normal,0.2862357797606708
-67.92998,55.241817,-72.73541,-0.14894713959201156,./data/Normal/Normal-8728.png,Normal,0.36974817899885243
-272.76175,164.27216,-98.24685,-0.13727343520499835,./data/Normal/Normal-2717.png,Normal,0.4889898307483558
-140.78784,13.184348,-69.66249,-0.13835104209681254,./data/Normal/Normal-3028.png,Normal,0.4779825599235505
-261.53445,296.3383,-36.629784,-0.15165068807106968,./data/Normal/Normal-3454.png,Normal,0.3421326445001045
-158.894,120.94461,38.843895,-0.15687748025842208,./data/Normal/Normal-8353.png,Normal,0.2887433078243656
-191.07533,59.48345,23.478672,-0.16393373301926845,./data/Normal/Normal-3534.png,Normal,0.216666852359093
-95.72868,125.53188,-28.046484,-0.14621967982788886,./data/Normal/Normal-9069.png,Normal,0.39760795654436837
-176.571,83.91511,112.22111,-0.1319498985690295,./data/Normal/Normal-3953.png,Normal,0.5433673685527317
100.704704,118.24162,23.252438,-0.15653155941204827,./data/Normal/Normal-708.png,Normal,0.2922767340384203
-196.8963,360.65573,99.125336,-0.15296524626661967,./data/Normal/Normal-5313.png,Normal,0.32870502243931216
-32.274147,485.49747,-60.675426,-0.13909271588980898,./data/Normal/Normal-2112.png,Normal,0.47040669495350707
-187.1753,97.9213,202.58424,-0.1493098961957926,./data/Normal/Normal-5091.png,Normal,0.366042783077913
-293.81287,56.125675,-86.865074,-0.15748116826405262,./data/Normal/Normal-2338.png,Normal,0.28257690575127287
-207.6394,296.3276,-69.91387,-0.15483515091395628,./data/Normal/Normal-2277.png,Normal,0.30960478558471605
-223.93399,-196.0658,87.926445,-0.16422460255430238,./data/Normal/Normal-8878.png,Normal,0.21369575058615095
-101.909386,-22.502817,-100.53595,-0.16418275087068107,./data/Normal/Normal-3671.png,Normal,0.21412324675343905
-240.00352,45.42922,-124.346855,-0.15850180500493716,./data/Normal/Normal-3894.png,Normal,0.2721515594529124
-251.80205,273.0108,64.6923,-0.15812211733404913,./data/Normal/Normal-4134.png,Normal,0.27602989862654936
-182.48854,382.96317,-291.78146,-0.1491010345217289,./data/Normal/Normal-5757.png,Normal,0.36817621135199435
-75.23752,300.3296,317.7025,-0.14731414480656435,./data/Normal/Normal-9278.png,Normal,0.3864284879273254
-175.19818,315.95404,-29.872929,-0.16898113642796547,./data/Normal/Normal-4468.png,Normal,0.16510989155677336
-247.57698,16.687613,20.065166,-0.18219116189015866,./data/Normal/Normal-10116.png,Normal,0.030175409446940422
-133.7513,13.718852,69.611,-0.16938326148188887,./data/Normal/Normal-2428.png,Normal,0.16100236458418463
45.4576,81.20524,26.780993,-0.1290127561946196,./data/Normal/Normal-7111.png,Normal,0.5733689598674577
-72.23319,-316.08292,13.119964,-0.14091352598156093,./data/Normal/Normal-1659.png,Normal,0.4518079369530728
-185.93817,394.33722,189.19498,-0.14743681739677356,./data/Normal/Normal-1681.png,Normal,0.3851754424675476
31.121712,119.09844,-206.6717,-0.1596914591088454,./data/Normal/Normal-8816.png,Normal,0.259999776637647
-213.48389,223.85783,-227.66968,-0.13343201989425219,./data/Normal/Normal-8198.png,Normal,0.5282281643161292
-153.79076,-1.9679368,308.9526,-0.12606212212162987,./data/Normal/Normal-7951.png,Normal,0.6035083628287897
-223.18872,9.766801,-106.110085,-0.16504191971581883,./data/Normal/Normal-2580.png,Normal,0.205347222551566
-93.49098,235.55098,-235.07668,-0.15749872868812986,./data/Normal/Normal-3973.png,Normal,0.2823975338995476
-234.2244,304.85516,31.734337,-0.1664504262753635,./data/Normal/Normal-6698.png,Normal,0.19095996011180777
-190.09164,232.77484,-171.83899,-0.16142045626536872,./data/Normal/Normal-9137.png,Normal,0.24233884656960517
-151.27618,428.38318,-100.21411,-0.1375563926827636,./data/Normal/Normal-4665.png,Normal,0.4860995470898851
-89.787285,92.81065,337.25653,-0.139011385570871,./data/Normal/Normal-3649.png,Normal,0.47123744766455455
-168.84172,416.6645,21.376911,-0.1602736909566399,./data/Normal/Normal-6815.png,Normal,0.254052539588419
-281.67944,226.94388,-15.360552,-0.15438526023536714,./data/Normal/Normal-9373.png,Normal,0.31420021697848627
-243.55447,29.094482,253.48138,-0.16164660217214377,./data/Normal/Normal-8593.png,Normal,0.2400288676146604
-28.58506,73.602516,100.94489,-0.15586355611570402,./data/Normal/Normal-10096.png,Normal,0.29910008794472753
-80.91211,78.8493,-65.159035,-0.1600101346052017,./data/Normal/Normal-9913.png,Normal,0.2567446494476961
-224.1494,230.23471,-149.36139,-0.1226135807139091,./data/Normal/Normal-1808.png,Normal,0.6387336657789523
-132.77086,226.28554,2.223069,-0.15557744792488415,./data/Normal/Normal-6344.png,Normal,0.3020225547231716
-232.39165,134.1696,-193.08887,-0.15727009656735863,./data/Normal/Normal-8261.png,Normal,0.2847329084147771
569.8009,292.2321,166.32912,-0.1324954130998735,./data/Normal/Normal-1369.png,Normal,0.5377951824192916
-82.36316,42.39056,-79.47015,-0.1463744343763807,./data/Normal/Normal-9893.png,Normal,0.3960272082774819
-237.60474,386.48505,-143.84256,-0.16387153671559468,./data/Normal/Normal-2999.png,Normal,0.2173021596905879
704.5572,277.11554,227.86139,-0.11947621148886467,./data/Normal/Normal-615.png,Normal,0.6707804845212996
-110.071915,457.03085,-225.2577,-0.14736408036722054,./data/Normal/Normal-7738.png,Normal,0.3859184185837582
-62.114143,96.168335,-120.75458,-0.15623750764079047,./data/Normal/Normal-9851.png,Normal,0.2952803409263636
-254.6162,36.49285,-106.058426,-0.13991739818099785,./data/Normal/Normal-9696.png,Normal,0.4619829354244133
-28.62421,182.97638,-79.31914,-0.15205990726067803,./data/Normal/Normal-3784.png,Normal,0.3379526541149807
-40.763504,13.808104,124.61985,-0.169363529070864,./data/Normal/Normal-4963.png,Normal,0.1612039223079029
-3.9100895,412.38522,-165.57411,-0.1273691125091162,./data/Normal/Normal-2151.png,Normal,0.5901580425313209
-217.10172,155.33405,-221.13214,-0.14217552664428917,./data/Normal/Normal-5024.png,Normal,0.4389171665049112
-144.84924,234.42726,-138.71976,-0.15261061859327923,./data/Normal/Normal-4607.png,Normal,0.33232738498365066
22.160133,389.94394,-48.923893,-0.15421958552390724,./data/Normal/Normal-6481.png,Normal,0.3158925098096786
-275.18292,213.70386,110.80704,-0.15265100044830376,./data/Normal/Normal-9079.png,Normal,0.33191490245589444
504.72067,174.82047,356.76947,-0.15302783421910293,./data/Normal/Normal-1201.png,Normal,0.3280657145909803
-237.70605,256.58548,-154.34073,-0.1590990990992318,./data/Normal/Normal-4359.png,Normal,0.2660504683148542
-255.42184,175.42078,-28.244875,-0.1498176619002346,./data/Normal/Normal-1891.png,Normal,0.3608561842664191
-159.26848,54.463577,22.565533,-0.15291444096375345,./data/Normal/Normal-8362.png,Normal,0.32922397580925883
-168.89713,-195.76363,-84.90923,-0.16438911596898215,./data/Normal/Normal-5624.png,Normal,0.21201531988043684
-140.72836,93.95387,1.7096145,-0.14964091102692584,./data/Normal/Normal-7235.png,Normal,0.36266161512048034
-164.00253,113.521416,-26.72128,-0.13434292701627898,./data/Normal/Normal-9416.png,Normal,0.5189236568333376
-135.69023,25.18041,15.559018,-0.16737336551618265,./data/Normal/Normal-3745.png,Normal,0.18153254993495418
-239.21272,372.74417,-59.670357,-0.15291011811146848,./data/Normal/Normal-7617.png,Normal,0.3292681318054739
737.6422,65.80886,214.58037,-0.14638122296130707,./data/Normal/Normal-886.png,Normal,0.39595786592883014
-180.13188,238.95576,51.707027,-0.1638507665857848,./data/Normal/Normal-3367.png,Normal,0.21751431724601974
-120.4144,-45.555405,165.07674,-0.1603632941110409,./data/Normal/Normal-5262.png,Normal,0.253137283575544
8.289025,42.518173,271.26242,-0.12043583374866607,./data/Normal/Normal-2410.png,Normal,0.6609783737670126
-124.72113,283.84146,-193.14404,-0.14740640666166344,./data/Normal/Normal-6095.png,Normal,0.38548607447990874
-228.60242,122.21813,-86.94769,-0.1233282093000484,./data/Normal/Normal-4131.png,Normal,0.6314340554604436
553.4069,148.77048,68.82329,-0.149446050923969,./data/Normal/Normal-918.png,Normal,0.36465202362889687
0.23325932,-226.6519,82.6856,-0.14505116897394432,./data/Normal/Normal-3762.png,Normal,0.4095437705492679
-80.86741,-190.67459,46.25061,-0.16148912454952014,./data/Normal/Normal-7682.png,Normal,0.2416374308618262
-150.39175,-103.74538,137.89703,-0.15738485626559373,./data/Normal/Normal-6657.png,Normal,0.2835606895956119
-269.20084,24.761318,87.33522,-0.14136587651175253,./data/Normal/Normal-7634.png,Normal,0.44718737927903945
-112.87546,247.9239,-198.4532,-0.14119167870857763,./data/Normal/Normal-1844.png,Normal,0.44896673166737117
-143.367,125.02695,-113.38104,-0.16396706652177528,./data/Normal/Normal-1566.png,Normal,0.21632636558936347
-74.44482,506.30795,-13.189035,-0.1376978925588883,./data/Normal/Normal-4768.png,Normal,0.48465418935320714
-175.51897,-209.9068,-25.126194,-0.15930883435568216,./data/Normal/Normal-1673.png,Normal,0.2639081167887124
-240.7899,320.64285,-66.23909,-0.13846037290956198,./data/Normal/Normal-5335.png,Normal,0.47686579473341406
-113.165245,150.2084,28.322704,-0.16125310512870994,./data/Normal/Normal-3721.png,Normal,0.24404826333190982
-193.32942,76.47123,-5.789989,-0.16601218134916118,./data/Normal/Normal-2030.png,Normal,0.195436435370967
-107.045616,-81.395676,323.2182,-0.14414087740773157,./data/Normal/Normal-1691.png,Normal,0.4188419904056491
-61.957672,265.3733,-204.73029,-0.1557094655890584,./data/Normal/Normal-31.png,Normal,0.3006740535264339
-67.22745,-5.344974,-54.798252,-0.16487518220578806,./data/Normal/Normal-5270.png,Normal,0.20705037139322988
-133.01337,158.78839,-95.48933,-0.15230035906262213,./data/Normal/Normal-6650.png,Normal,0.3354965468606412
-357.11295,148.00642,100.86231,-0.14721952652096026,./data/Normal/Normal-4857.png,Normal,0.38739497125490474
-163.99571,73.07145,138.41505,-0.16370283491457488,./data/Normal/Normal-7776.png,Normal,0.219025372883231
-21.22602,52.055923,275.7012,-0.12336158516419171,./data/Normal/Normal-2211.png,Normal,0.6310931359856072
-35.475636,118.639366,330.94373,-0.148344819282075,./data/Normal/Normal-1981.png,Normal,0.3759006106741833
-165.63081,300.61475,-163.79288,-0.12434402024900137,./data/Normal/Normal-3198.png,Normal,0.6210580024610944
-119.510185,153.38885,-116.88442,-0.14986791579431996,./data/Normal/Normal-5855.png,Normal,0.3603428632897247
599.8257,198.29883,145.60205,-0.13618903069275412,./data/Normal/Normal-1146.png,Normal,0.5000665362154282
-248.31316,-30.316124,229.6221,-0.16372715796409237,./data/Normal/Normal-1887.png,Normal,0.21877692384735534
36.43315,86.274796,22.593351,-0.16372302228664953,./data/Normal/Normal-3361.png,Normal,0.2188191679365526
-86.41862,345.24655,-153.49098,-0.14456654613278208,./data/Normal/Normal-5151.png,Normal,0.41449397539769717
-256.03732,-7.6510587,12.855225,-0.16929570389409954,./data/Normal/Normal-9146.png,Normal,0.1618967260520677
-65.94856,113.26439,184.21448,-0.1384039032380887,./data/Normal/Normal-7590.png,Normal,0.4774426070868017
-85.66108,139.78119,163.04036,-0.14107650331627813,./data/Normal/Normal-2498.png,Normal,0.4501431966148618
744.98096,48.343906,146.32133,-0.12854978733357736,./data/Normal/Normal-1017.png,Normal,0.5780979790261643
626.79706,44.390198,42.048744,-0.1475678018666326,./data/Normal/Normal-698.png,Normal,0.38383749488709484
-75.492775,64.31623,-92.16379,-0.17019232167165116,./data/Normal/Normal-9938.png,Normal,0.15273817781076016
-227.16728,-164.62964,-24.9026,-0.17082635324191697,./data/Normal/Normal-4608.png,Normal,0.1462618298415642
-163.10829,200.91183,-211.92615,-0.159368892933619,./data/Normal/Normal-1975.png,Normal,0.2632946453663178
-266.53445,150.98238,-140.33226,-0.15591168159570562,./data/Normal/Normal-9868.png,Normal,0.2986085077627749
-173.9057,-8.016339,-8.025805,-0.14198364329269658,./data/Normal/Normal-3119.png,Normal,0.44087716883395645
-41.03207,179.38013,-106.7549,-0.16429205342794734,./data/Normal/Normal-9346.png,Normal,0.21300677018038366
-51.749332,329.2939,-17.935493,-0.15340331695092402,./data/Normal/Normal-1865.png,Normal,0.32423032698294973
-213.105,251.2581,-152.37292,-0.14991879692348803,./data/Normal/Normal-9430.png,Normal,0.3598231353881316
-84.32964,324.49356,-138.14493,-0.14612898326653523,./data/Normal/Normal-2397.png,Normal,0.3985343812185993
574.86786,0.119175956,263.59177,-0.1434807482590028,./data/Normal/Normal-1043.png,Normal,0.4255849134275803
-236.56017,310.80246,28.84176,-0.14006287629482572,./data/Normal/Normal-6899.png,Normal,0.4604969417748281
-122.68098,46.066338,-152.575,-0.15271644303423426,./data/Normal/Normal-8822.png,Normal,0.33124643580791313
15.742949,107.19542,76.81802,-0.14759854796299127,./data/Normal/Normal-6425.png,Normal,0.38352343731007277
12.373018,216.79108,-154.57083,-0.160047663450961,./data/Normal/Normal-4443.png,Normal,0.25636130912929894
-108.81502,166.28242,141.43578,-0.1487757324833514,./data/Normal/Normal-2986.png,Normal,0.37149902569503745
-181.66426,67.04288,-54.358643,-0.16304705769492478,./data/Normal/Normal-1682.png,Normal,0.2257238429025478
-112.543594,362.80557,-140.21379,-0.13960356712960786,./data/Normal/Normal-6696.png,Normal,0.46518857878297365
-65.78978,-216.76495,56.66419,-0.15408716465540384,./data/Normal/Normal-7771.png,Normal,0.31724512955770096
-155.72023,-65.29619,-111.96677,-0.16889614467479547,./data/Normal/Normal-7989.png,Normal,0.16597804417543585
-242.18842,174.16206,4.308493,-0.1471835720880646,./data/Normal/Normal-2955.png,Normal,0.38776222965241613
615.4557,217.66048,283.88492,-0.13330191210992925,./data/Normal/Normal-188.png,Normal,0.5295571569472424
-170.0714,31.611914,263.86316,-0.1581573856739299,./data/Normal/Normal-4291.png,Normal,0.2756696483613016
-214.38275,156.79263,-72.633736,-0.14880767719415106,./data/Normal/Normal-8268.png,Normal,0.3711727248093779
465.5257,159.52287,74.5456,-0.14437289616797455,./data/Normal/Normal-734.png,Normal,0.416472022887967
-183.48564,189.27437,-27.935688,-0.12898952544398795,./data/Normal/Normal-1551.png,Normal,0.5736062515603826
-168.54686,235.29639,185.63797,-0.1402920930728654,./data/Normal/Normal-6595.png,Normal,0.4581555952479659
-268.87024,35.626858,77.08792,-0.17111014014003856,./data/Normal/Normal-3957.png,Normal,0.14336307402635515
-196.62326,26.784262,110.73713,-0.16198069500060808,./data/Normal/Normal-8187.png,Normal,0.23661625929573932
504.3899,105.97256,38.959652,-0.15227291234473322,./data/Normal/Normal-1111.png,Normal,0.3357769027671875
-63.506584,85.97722,-119.31654,-0.17593027828207408,./data/Normal/Normal-2206.png,Normal,0.09412752593790862
595.7666,-24.596783,-46.999584,-0.14235664271350834,./data/Normal/Normal-422.png,Normal,0.4370671471335027
-81.607124,285.47443,-31.156977,-0.1326912917991651,./data/Normal/Normal-5198.png,Normal,0.5357943694064095
120.31227,189.2699,-35.63593,-0.15484665022537025,./data/Normal/Normal-3888.png,Normal,0.30948732527892747
-186.835,225.7351,-119.252525,-0.15031607683089376,./data/Normal/Normal-5137.png,Normal,0.35576509941296586
-210.66933,-196.87964,120.014275,-0.164037523783723,./data/Normal/Normal-3332.png,Normal,0.21560667627619748
-181.04791,157.52669,-198.50742,-0.16226586691338563,./data/Normal/Normal-7964.png,Normal,0.2337033561773436
-188.97763,63.496742,-148.05287,-0.14920218788111045,./data/Normal/Normal-22.png,Normal,0.3671429751783865
-44.710625,-22.174442,191.98048,-0.13350062114454708,./data/Normal/Normal-1964.png,Normal,0.5275274333291132
