AE 1,AE 2,AE 3,label
0.82262844,1.8202589,2.2389743,Normal
-2.935503,-0.050410524,0.60156196,Normal
0.96108043,-0.55926305,0.48834205,Normal
-1.0037823,1.2765801,0.97727555,Normal
-1.833382,-1.5241655,1.7644848,Normal
2.1276329,-0.7896943,1.812216,Normal
-0.20385326,-3.5256312,0.9735283,Normal
0.9950265,2.6593206,1.6435694,Normal
-0.743931,1.9530965,2.2138336,Normal
-1.0140306,-0.9041743,0.93435585,Normal
1.3763586,0.42251045,1.2048367,Normal
-0.6168674,0.8070933,1.6802015,Normal
0.16196527,-2.0654056,1.98249,Normal
-0.64793915,0.31849456,1.2165083,Normal
-0.9418574,-1.1074164,1.3668845,Normal
-1.1926535,0.9330375,1.0585556,Normal
-0.9093379,-1.2610996,1.5253402,Normal
2.341666,-0.28067094,2.4287653,Normal
-1.7801892,-2.4456694,1.9381624,Normal
-2.1861026,1.4344885,0.6394585,Normal
-1.3374687,1.4755707,1.4147912,Normal
-1.1474179,-1.1037339,1.2421569,Normal
-0.67313516,-2.942861,1.4523851,Normal
-0.4535893,-0.89260906,0.26645738,Normal
-0.35432392,0.5265435,0.5527784,Normal
-0.88299674,-1.3989885,1.8551478,Normal
0.10446063,0.011245266,2.0142577,Normal
0.84459275,0.36737967,2.214295,Normal
-1.2081378,-1.1181618,0.62186235,Normal
-0.82267,0.3882175,1.8722264,Normal
1.5765378,0.20490845,1.7456326,Normal
-0.15683351,-3.3379207,1.8647782,Normal
2.285995,-0.8124714,1.2912046,Normal
-1.8341879,0.56173605,1.9596435,Normal
-1.226533,-1.625004,0.94996744,Normal
-0.69379956,1.7147578,1.766887,Normal
-0.9589929,-0.8773647,1.4788336,Normal
-1.2468472,-0.5612986,0.7689785,Normal
-0.80390805,-1.1107546,0.9287623,Normal
0.726162,-0.99030286,-0.17773962,Normal
1.6456543,-0.6557921,1.0157825,Normal
-0.5826718,-1.945318,0.90261775,Normal
1.594321,-1.5221599,2.1880877,Normal
-1.2128481,-0.87642705,1.6904328,Normal
-0.2214586,-2.1664138,0.98659116,Normal
-0.70211786,1.2594535,1.3927414,Normal
1.6501613,0.05260048,1.1983644,Normal
-0.9207227,-1.4308877,1.8446816,Normal
-0.6833818,0.38806808,-0.45016277,Normal
-1.0432056,-1.7589414,3.052222,Normal
-0.7499889,-1.679803,1.7907147,Normal
-1.1362777,-0.9510849,1.1862626,Normal
-1.5801125,-2.4917154,0.92404884,Normal
-1.423454,-0.95308286,1.0800968,Normal
-0.7900457,-1.2162765,1.4077569,Normal
-1.7989565,-0.039591208,0.4018103,Normal
-0.67056435,-1.6937327,0.8826713,Normal
-0.384448,0.7995924,0.9154135,Normal
-0.32980227,-2.0403168,0.8239836,Normal
-1.3392967,-1.744195,1.6555507,Normal
-1.3290886,-3.1669703,2.5845485,Normal
-1.3112301,-1.0041013,1.1485535,Normal
1.7599252,3.1981854,1.8204387,Normal
-0.8714678,-1.7468305,0.016124226,Normal
-1.7242876,-0.8238035,1.8144562,Normal
-1.3108138,-2.2678244,1.6534382,Normal
1.4931047,-1.2322901,0.13032883,Normal
-1.5112407,-0.39265913,0.89000636,Normal
1.580228,0.28875464,1.4824054,Normal
-1.3519509,-2.0155969,0.6451295,Normal
-1.2884583,-1.361985,1.6578006,Normal
1.3930446,-0.34524435,1.8392599,Normal
0.60405385,0.7428022,1.7597647,Normal
-1.6961899,1.0731199,1.2410395,Normal
-1.7209251,-0.73553765,0.9814307,Normal
1.168783,1.900572,1.4929961,Normal
-2.2857718,-1.6496967,0.92170435,Normal
-1.806043,1.8901665,1.6775951,Normal
3.8194652,-1.1554931,2.3766444,Normal
-1.7084606,1.7432287,0.7181638,Normal
-0.24052177,0.54967886,2.3872514,Normal
-0.5313884,-2.4114482,2.1213415,Normal
-1.3417585,-1.2166417,1.3394643,Normal
-1.1007438,-1.4409992,2.0775297,Normal
-1.0745407,-0.9910565,1.2354239,Normal
0.50070405,1.6255648,2.0516195,Normal
-1.2523509,-1.8604066,0.7788129,Normal
-0.67832494,1.1758723,-0.36488014,Normal
0.54407436,1.3651142,2.0749016,Normal
-1.3905295,-2.0419242,0.4835233,Normal
-0.6058252,-0.9707431,-0.28793123,Normal
-0.15481125,-1.3354734,1.5130726,Normal
-1.7268823,0.09789455,0.8643181,Normal
2.7421641,-1.0251741,1.0479506,Normal
-0.21000953,0.7388641,2.198735,Normal
-2.5498126,-0.04510328,0.88595676,Normal
-1.5352198,0.4683237,1.0397383,Normal
-0.2903151,-2.802073,1.3116722,Normal
2.8334384,-1.0636894,1.0783403,Normal
-1.7149019,1.1100332,1.3448771,Normal
-1.6190454,-0.05699742,0.8483246,Normal
-0.8643163,0.49691474,1.7900838,Normal
-0.44547692,-3.1215103,0.4826551,Normal
0.4672675,-1.2319547,-0.0827203,Normal
-0.4998378,-2.5830383,0.24715003,Normal
2.3201551,-0.45639223,1.580323,Normal
-0.81544936,-2.7109928,1.8289678,Normal
1.6824169,1.2934186,0.92340857,Normal
-0.21695478,-2.710807,1.7326342,Normal
1.1465011,0.01984439,1.0626787,Normal
-1.5772357,-0.15391843,0.92846256,Normal
-0.9422563,1.7171035,1.2113699,Normal
0.8986589,-0.14899985,0.75890857,Normal
2.1860743,-0.14183289,1.4094031,Normal
-1.4907031,-0.62574667,1.0673333,Normal
-1.378504,-0.3460312,-0.024370752,Normal
-0.5431334,0.3669694,3.1230645,Normal
-1.7120351,-0.3130334,0.79279757,Normal
1.829002,0.7531771,1.4987962,Normal
-0.13254185,-1.3981677,0.5006175,Normal
1.2850357,-0.53540653,1.4648407,Normal
-0.035364237,-3.343473,2.6195664,Normal
-0.17159943,-1.0496051,1.4020054,Normal
2.7293222,-0.87159395,2.189614,Normal
0.2974227,-1.368909,-0.21247953,Normal
-1.3185263,-0.33994234,1.3919271,Normal
2.038789,-0.73261034,1.6455044,Normal
0.82932013,2.0660706,2.5261095,Normal
-1.2571328,1.2862897,0.72816724,Normal
0.8026103,1.4786788,1.1788523,Normal
-0.32797268,-1.1595008,0.40313584,Normal
0.69637483,2.7826293,1.2468952,Normal
-0.04985063,-1.7276381,1.0627517,Normal
-1.3874611,-2.9847152,0.3198976,Normal
0.027060833,-0.9294874,-0.084348984,Normal
-0.87612295,1.2247127,2.6577308,Normal
-1.7940425,-0.939472,0.5070219,Normal
0.79482543,-0.3690641,0.858538,Normal
0.59705263,0.29510188,2.297351,Normal
2.3834755,-0.22663505,1.3090076,Normal
-1.2646565,-0.96458393,1.5322695,Normal
2.2131906,-0.2504623,1.7267174,Normal
-0.8658875,-0.8839887,0.9440568,Normal
-2.069748,-0.12598738,1.3342333,Normal
-0.8774581,2.6715195,1.7233895,Normal
-0.8307661,0.7922756,1.6090918,Normal
-0.4848924,-1.6444509,2.0207953,Normal
1.5399817,0.0593113,1.2357404,Normal
0.7474,0.7548691,2.6858077,Normal
-0.9444468,1.7633129,1.732663,Normal
-0.8633083,-3.289175,0.969359,Normal
-1.1880319,2.0328557,0.94354934,Normal
-1.218021,1.1495522,1.1170983,Normal
-0.37557146,-1.9750699,1.9907769,Normal
5.731254,2.4264753,-1.6564058,Normal
-1.3873719,2.4372554,1.5109037,Normal
-2.399374,0.39046836,0.7860325,Normal
-0.4560211,-0.9815659,-0.78397363,Normal
-1.5650035,-0.3883325,-0.07783734,Normal
-0.73480713,0.50318676,1.772072,Normal
0.29137117,0.7877797,2.2605023,Normal
-1.3211669,-1.0405701,0.6926503,Normal
-2.057793,-0.77602154,0.8650832,Normal
-1.7542461,-1.8478754,1.4002188,Normal
-0.09927508,1.0995723,2.1960993,Normal
-2.1256523,-0.28672576,0.8420576,Normal
1.8612819,2.0993557,2.0432253,Normal
-2.169252,0.058132753,1.7386999,Normal
-2.1977098,-0.44130552,0.75759727,Normal
-0.9568693,-0.48599672,2.1946235,Normal
-0.5014111,-1.138572,2.2568953,Normal
-1.2175069,1.5392411,1.5490271,Normal
2.655599,-1.416694,1.8337966,Normal
-0.1440224,-0.027873196,1.0278332,Normal
-1.5435082,-0.028432652,0.990797,Normal
-1.4622355,-0.83849776,1.855342,Normal
-0.89662784,-2.360044,1.483176,Normal
-1.9091065,-1.5198473,1.900727,Normal
-0.7169537,-3.6418557,3.0630229,Normal
-1.3304032,-0.34493285,0.5753521,Normal
-1.4221047,0.19142334,-0.55623007,Normal
-0.6607268,-1.4531623,1.9571923,Normal
-0.09797947,0.79593736,1.5223829,Normal
-1.5290581,-0.23461224,0.80510074,Normal
-0.8865497,1.1456999,0.99537534,Normal
-0.39078096,2.0152617,1.7631655,Normal
-0.9000678,-1.1464168,0.49802727,Normal
-1.1152333,0.70483404,1.5556126,Normal
-1.5958346,-1.5184948,0.25969514,Normal
-0.77331865,-1.3509222,1.2842134,Normal
0.7955193,-3.494472,1.2787235,Normal
-0.27813354,2.4424598,2.124038,Normal
2.2896204,-0.6947003,2.003327,Normal
-0.31910354,-1.9306794,0.9341865,Normal
-0.3785218,-1.7814583,1.195073,Normal
-0.59677243,-3.5384905,1.0583335,Normal
-1.0021397,-0.39999044,-0.4677766,Normal
-0.1876596,-3.1833596,0.12798879,Normal
-1.0362365,1.4247092,1.6201928,Normal
-0.9053331,-1.2743578,0.7171078,Normal
-0.6205952,-1.5085394,0.7338315,Normal
-0.33312953,-2.0799615,1.0557224,Normal
1.7215062,-0.428029,1.3371004,Normal
0.06577942,1.5588926,0.70619184,Normal
-1.0087736,-3.3695607,0.2557093,Normal
-0.8929395,-1.410479,1.0063736,Normal
0.14458479,-0.47623104,-0.54368776,Normal
-1.9851536,0.22110659,0.5917017,Normal
-1.761097,1.5690545,1.5775777,Normal
1.1057913,-0.41579157,1.3839787,Normal
-0.5077267,2.0059495,0.9563897,Normal
-1.5981447,-0.49390417,0.65621585,Normal
-1.099155,-0.24252354,-0.088534184,Normal
2.1997488,-0.7036502,1.872222,Normal
-0.6783128,0.11674364,1.7856668,Normal
0.80119956,2.0303273,2.3025715,Normal
-1.4518653,-0.66971046,1.4725314,Normal
1.7067373,-0.030705564,1.4288169,Normal
-1.280414,-0.53818786,0.9242231,Normal
1.4732085,3.1324134,2.3189058,Normal
-1.6685467,0.42037004,1.6271511,Normal
0.33002296,-0.8992184,0.053843156,Normal
-1.3234594,-1.1725947,1.2329372,Normal
-1.9716219,0.29524451,0.14836073,Normal
-0.4984291,-1.7181587,1.2938398,Normal
-0.2652794,-2.7689846,1.7333425,Normal
-0.43034786,-2.3600044,2.2338593,Normal
-1.1413332,-1.2516682,1.5892339,Normal
-1.2423484,-0.47380543,0.71006507,Normal
0.7752372,1.0794537,-0.20263237,Normal
-0.9686368,-0.6095739,1.2423673,Normal
-1.1412632,-0.7019821,0.27432388,Normal
-1.4186642,-1.7996072,2.9213085,Normal
-0.70716506,1.8180313,-1.6611191,Normal
-1.3394945,0.025035173,0.5179902,Normal
1.875451,-0.32278478,1.4101555,Normal
0.016758379,-0.78826743,2.5426922,Normal
-2.182507,-0.5870925,1.5564857,Normal
-1.4145325,0.92724806,1.9566101,Normal
-1.3736796,-0.3912784,1.1558015,Normal
-0.65476716,1.5980421,1.5953825,Normal
-1.4363692,-0.43699974,0.81797856,Normal
0.45622393,1.297297,1.413674,Normal
-0.025626298,-1.5476686,2.4641812,Normal
1.6387866,-0.5017068,0.8816402,Normal
-2.3562658,-1.0836974,2.102294,Normal
0.16728565,1.804051,0.8285265,Normal
1.7321465,0.094567224,0.71166945,Normal
3.263085,-1.979155,1.9166888,Normal
1.8781581,-0.26947814,1.5577394,Normal
-1.2357973,-0.89601296,1.2412949,Normal
-0.7433769,-1.6753472,1.6394093,Normal
-1.1319752,-1.9332396,1.4777584,Normal
-1.4151086,-1.2964252,1.6053001,Normal
-0.79200375,-1.2353679,1.5167054,Normal
-0.2636572,0.008953806,-0.3364515,Normal
0.2472941,-0.5012898,1.5674686,Normal
-2.1299243,0.17663294,1.7309631,Normal
0.68733853,1.5247735,2.1086588,Normal
-1.1659453,-1.6451577,1.2502272,Normal
-1.2349504,-0.7466973,3.4419005,Normal
-0.53227764,-0.43229222,1.2927444,Normal
-0.43891853,0.4802552,2.2134848,Normal
2.0321496,-1.4027549,1.6047208,Normal
-1.0300251,-1.2687739,1.9840645,Normal
-0.56814665,-2.7571888,1.2532519,Normal
-1.6502544,-0.1463073,1.4294072,Normal
1.8971535,-1.1160493,1.4236324,Normal
0.5308335,-0.3462273,1.7821268,Normal
3.4572356,-0.6127278,1.2395325,Normal
-0.48023114,-0.787136,-0.97141767,Normal
1.5019151,0.28421706,0.90272146,Normal
1.1614692,2.687315,2.6861224,Normal
-0.7906786,1.5490258,1.041467,Normal
1.329505,-0.57678926,0.9016183,Normal
-2.2176197,-0.7068089,0.59402,Normal
-1.2171184,-0.84331995,1.074119,Normal
-1.34424,-0.84088224,1.9412488,Normal
-1.5791088,-1.4830109,1.322003,Normal
-0.7817538,0.46832842,1.7732893,Normal
-0.27797252,-0.06441897,2.4104824,Normal
-1.0964856,-0.47561616,1.6664112,Normal
-0.3464277,-3.5342288,1.7935956,Normal
2.0406952,-0.042303704,1.768499,Normal
7.3170223,2.6055222,-10.572829,Normal
-0.18471101,-0.011934176,1.5486671,Normal
-1.0392736,-1.5545123,2.8109329,Normal
-1.3605655,-2.3701246,0.5678923,Normal
2.9219139,-2.1303527,1.6987454,Normal
-1.6075598,-0.63316727,0.843548,Normal
-1.861125,-1.9333237,0.49680334,Normal
0.8629562,2.4256136,2.5556726,Normal
-1.4787867,-0.66297466,1.2485886,Normal
-1.5364788,-0.5053628,1.7957419,Normal
-0.36281115,-2.1752956,0.874543,Normal
2.5733278,-0.29711515,0.8578623,Normal
-1.0938104,-0.8546411,1.9524645,Normal
-1.3421763,-1.3856376,1.1994833,Normal
0.28771704,-2.9666865,-0.3957983,Normal
-1.5241877,-1.4580454,1.1951923,Normal
0.81130683,1.6367551,1.5788189,Normal
-0.28071803,0.24255769,-0.6398643,Normal
2.0041518,-0.081293374,0.8857212,Normal
-0.0712069,2.1850367,1.5064625,Normal
-2.373617,-0.4715218,1.1478727,Normal
-1.3424425,-2.2491608,1.2886935,Normal
-0.53773856,-2.1441767,1.9328326,Normal
1.2078885,2.3466346,1.9368216,Normal
-2.5144992,0.17712796,1.162269,Normal
-0.6725609,-3.0373757,1.8166809,Normal
2.4484427,-1.4755619,2.2980585,Normal
-0.13692811,-3.4917748,1.6685535,Normal
-1.0835274,-1.2818745,2.554202,Normal
2.2926445,-0.96724945,1.9944338,Normal
-2.4935958,-0.73391837,1.2015402,Normal
-0.90964746,0.5657448,1.4558458,Normal
-1.4264373,-0.8768779,2.0905554,Normal
-0.6473551,0.47736442,-0.31955567,Normal
0.79469174,3.2094278,2.0495865,Normal
-1.3122705,1.4363953,2.5430026,Normal
-1.5702827,-0.6057984,0.83400494,Normal
1.3338374,2.1333942,2.3380768,Normal
6.130424,2.912987,0.90873706,Normal
-0.29762793,-2.031304,2.6611712,Normal
-0.8749953,-0.26802516,1.1686006,Normal
-1.1882193,-2.6043742,0.73758024,Normal
1.9947506,-0.021778159,1.5712341,Normal
-1.452459,-0.49862635,1.3390943,Normal
-0.1882502,1.5475639,1.3817139,Normal
-1.2097707,-2.0095985,0.644902,Normal
-0.81409377,0.906824,1.0157893,Normal
-2.189126,-0.16189142,1.0000385,Normal
-1.5593172,-1.3638558,1.7019936,Normal
-0.27800268,-2.3906326,2.124798,Normal
-0.708749,-1.6063821,1.402435,Normal
-0.9517477,-1.3362385,0.6151306,Normal
-1.0909005,1.6919304,1.6127007,Normal
0.25827008,-1.0368103,1.4933298,Normal
-0.25908107,-1.6885401,-0.9394979,Normal
-1.0587082,-0.37299752,1.3218809,Normal
-1.3304474,-1.2857492,0.46507323,Normal
-0.6324871,3.7716317,-1.7834558,Normal
-1.4943204,0.6319087,0.38172886,Normal
3.0416334,-1.6661508,1.6051979,Normal
-1.4614248,-1.7507594,2.5189552,Normal
0.29556832,-1.1776552,-0.13437346,Normal
-1.2348322,-1.2551203,1.9478654,Normal
-0.76520985,-0.6289615,1.6915711,Normal
2.9284363,-3.060844,-1.7960904,Normal
-1.9021226,1.8458664,1.9465886,Normal
-1.7674431,-2.9819078,1.5767424,Normal
-0.7821319,-1.4777964,0.1673849,Normal
-1.5725541,-1.7679445,1.3792729,Normal
-0.18337858,0.8418357,1.7008271,Normal
-0.4589773,-1.7055504,2.6334815,Normal
0.80574024,0.99264675,2.2307203,Normal
-1.7393013,1.6189684,1.3141513,Normal
-1.4571161,-1.2350428,2.094735,Normal
-0.5620782,-1.4306833,1.1028081,Normal
2.5178351,-0.13787693,2.1378157,Normal
-0.37627748,-2.8608575,1.1432863,Normal
-1.5033673,1.0536208,0.6038032,Normal
0.027917657,1.5103837,1.6387613,Normal
-1.1051536,-2.2395961,2.2345304,Normal
-1.2160813,-1.036352,2.6832047,Normal
-2.1642292,-1.8441663,1.5063328,Normal
0.4261495,-0.69919455,-0.0057401545,Normal
-0.567334,1.9552294,2.0334687,Normal
-1.6581522,-1.226168,1.0177999,Normal
0.2109365,2.142576,1.5392665,Normal
-0.16465817,-0.63495094,-0.115723126,Normal
-0.67028224,-1.0858525,1.3388239,Normal
-0.84837884,1.6939884,1.237555,Normal
-1.87961,-0.6439043,0.6024454,Normal
-0.81992847,1.8377908,1.0707173,Normal
-0.7323749,0.36213803,2.6290557,Normal
-1.403572,-1.7888814,1.0704446,Normal
0.13424389,1.2370632,1.6469643,Normal
-2.0139835,-0.14556603,1.7879723,Normal
-0.70287883,0.46496344,1.7955698,Normal
2.7654989,-1.6896741,1.5913854,Normal
-1.2587287,-0.8408233,0.85001415,Normal
0.24686065,1.2687895,1.4055685,Normal
-0.5624081,-0.29764432,0.1444059,Normal
-1.8017873,-0.90286034,2.1647954,Normal
-0.50307447,-1.8547393,1.4984514,Normal
-0.4806066,-2.2406719,1.3162401,Normal
0.20562707,1.6856564,1.9993345,Normal
0.035560768,2.9100137,1.6326714,Normal
-0.3684419,0.17113066,2.187245,Normal
-2.306212,-0.27146935,-1.9570963,Normal
-0.2451698,0.19517927,0.42981735,Normal
3.2290473,-0.059214115,-2.23688,Normal
-1.1729764,1.421131,1.2315403,Normal
1.372173,-0.33293098,0.8097059,Normal
-2.0176835,-0.9900182,0.5497229,Normal
-0.6515835,0.74373513,0.8323764,Normal
-0.14112464,-0.33408684,0.89659256,Normal
-1.0526514,-1.6778646,0.5588552,Normal
-0.8664936,1.1001196,1.5597448,Normal
-1.2110506,-1.7273843,0.3027767,Normal
-0.5431522,1.4499729,1.5712419,Normal
1.4668562,0.16869052,1.2032495,Normal
-0.34183422,-2.8955593,3.0447223,Normal
-1.3423663,-1.2660059,0.48882788,Normal
-1.7864693,-0.5303063,1.3063453,Normal
0.5632667,2.5892496,1.8861431,Normal
1.9143978,-0.84467465,1.1513621,Normal
-1.3590727,-1.0405253,1.3776401,Normal
-2.117611,0.82309276,0.3636101,Normal
0.8232358,2.0771792,1.2448118,Normal
-1.8641739,1.2229319,1.6290696,Normal
-1.8174154,-1.5015267,1.7633446,Normal
1.8580766,0.30372912,-0.5578789,Normal
2.2336655,-0.624175,1.4483374,Normal
-1.4990336,-2.0862966,1.6375777,Normal
0.13070974,2.1139908,2.4186282,Normal
0.6132629,-0.8359568,2.9840827,Normal
0.012891348,0.36381495,1.0450824,Normal
-0.27047807,0.6416271,-0.2596211,Normal
-0.092378095,-2.5920613,1.7315753,Normal
-1.5188977,-0.025877029,-0.09571376,Normal
2.788799,-0.1491152,1.8664464,Normal
-1.552297,-0.96095496,1.4312639,Normal
-1.6805444,-2.2079566,0.9260543,Normal
-1.2487787,0.16140848,1.2480339,Normal
-1.3781933,-1.5957412,1.1284239,Normal
-2.279857,-0.27779102,0.7879353,Normal
-0.33732665,0.03500487,0.45134777,Normal
-1.5762144,-0.7578834,1.492464,Normal
-2.2202997,-0.2212462,0.46562415,Normal
1.0213717,2.6485105,1.8456943,Normal
-0.09647061,0.7651238,1.482948,Normal
-0.30290955,1.4828575,2.72148,Normal
-2.0974064,0.09423548,-0.7908537,Normal
-1.9568182,-1.1959748,0.40342158,Normal
-2.1339843,-0.47621292,1.6023383,Normal
2.9299178,-1.2779212,-1.4339553,Normal
-0.85373515,-1.0109042,1.0839012,Normal
-0.11022033,0.562851,0.14915165,Normal
-1.9397237,-0.61210907,1.0929952,Normal
-1.2358543,-0.12707427,1.4764336,Normal
2.1594653,0.06709601,0.65640134,Normal
0.38340655,-2.1990921,1.3680148,Normal
-1.7012869,-1.1751423,1.3427492,Normal
0.86734736,2.1627915,1.8852043,Normal
-0.8092774,0.088072985,2.218614,Normal
-0.99889475,1.2680837,1.4783605,Normal
-2.4497688,0.54533243,1.122399,Normal
-0.96099037,-0.7443703,0.19922721,Normal
-0.87074,1.8336463,1.875552,Normal
0.010006737,-2.4359033,1.0633554,Normal
1.5705361,0.040148392,1.2290874,Normal
-1.2334725,1.8892854,2.3485725,Normal
2.0014641,-1.0610063,1.7628438,Normal
-3.050763,0.024007991,1.0372835,Normal
-0.07026842,0.39341235,2.0856473,Normal
0.5975168,-0.62355536,0.25190404,Normal
0.41420063,-1.2288218,0.2643524,Normal
-1.6142684,0.9986901,1.1130246,Normal
-0.57012814,1.6971476,1.9817535,Normal
0.32343927,0.2836613,-0.636999,Normal
-0.9328087,-1.1770744,1.6091976,Normal
-1.4909495,-2.4846642,1.0458039,Normal
-1.0935835,1.1438776,1.3686459,Normal
0.2808818,-0.29027104,1.8061067,Normal
-1.5473268,-1.9854778,2.3098075,Normal
-1.3535684,-3.792719,2.1941247,Normal
-1.0607742,-1.615386,1.5607017,Normal
-0.5562489,0.29372877,-0.4489465,Normal
-0.8393138,-1.4687433,1.2251861,Normal
-1.2542161,-0.5084534,1.0625638,Normal
-0.48951188,-0.60224533,1.2705848,Normal
-0.0097777955,-0.42745715,0.1850546,Normal
1.4054763,-0.15352367,1.0515429,Normal
1.0242845,-0.39719582,1.1677353,Normal
1.9230664,-0.6867421,1.4551909,Normal
-1.1816859,-1.0631808,1.5335193,Normal
-0.6429549,2.827631,1.7225721,Normal
-1.117198,-2.2644129,0.888419,Normal
-0.75908285,2.9627075,1.1375324,Normal
-0.7285372,-2.030907,2.6688902,Normal
2.1034863,-0.8522181,2.1362379,Normal
-1.6785265,-1.0813342,0.9238898,Normal
-1.4730816,-0.6083397,0.8556109,Normal
-0.88170815,-1.2772769,1.7975491,Normal
-1.8584708,-1.6193782,1.4115087,Normal
-1.9479088,-1.2400054,0.5718594,Normal
-0.83326846,1.1924094,0.83069664,Normal
2.3849094,0.012969077,2.2479374,Normal
-1.4941308,-0.8405933,0.9632624,Normal
-1.5374631,-0.6025493,0.77665013,Normal
0.2976667,-0.36686802,2.245267,Normal
0.9924382,1.2543486,2.5368145,Normal
-1.0502256,-1.2997134,1.0869677,Normal
1.5482056,-0.38904226,1.0366329,Normal
-1.6063106,-1.1694955,0.8615354,Normal
-2.4328191,-0.052245572,0.42821327,Normal
-0.5992871,-1.9532319,1.5366056,Normal
-0.49965551,1.2681485,1.5732812,Normal
0.87684566,-1.1167952,1.7955158,Normal
0.38505873,0.052900203,0.37069172,Normal
-0.470539,0.45073444,1.5893893,Normal
-1.8915546,-0.8366967,-0.33794597,Normal
2.96332,-1.2870582,1.7248966,Normal
-1.4054837,-0.37667555,1.337579,Normal
0.6188808,-0.06302898,0.2239762,Normal
-0.32314643,-1.6710804,1.1372846,Normal
2.5927935,-0.29800928,2.14924,Normal
0.059441924,0.26322168,1.2835499,Normal
-0.39861998,0.22851162,1.5619658,Normal
-0.22077735,0.24384241,2.1244972,Normal
-0.85957,1.2718998,0.9216001,Normal
1.1662624,-0.2801891,1.4123167,Normal
1.8626112,-1.0048718,1.3592575,Normal
-0.8306611,0.9751557,2.1690147,Normal
-2.0459235,-0.14342776,1.716669,Normal
-1.1643921,-0.852543,1.5282749,Normal
2.3684418,-0.7433204,1.5385364,Normal
-1.6051958,-1.0562942,0.81773025,Normal
-1.8971472,-1.2284473,1.7125576,Normal
2.273929,-1.3051896,2.0921578,Normal
-1.6263895,-0.8111269,0.8971438,Normal
-3.346087,0.23478182,1.1053886,Normal
-0.5166883,-0.5663004,0.5407267,Normal
-0.8587157,1.7918125,1.5730767,Normal
-1.1888803,1.3649181,1.3310688,Normal
0.12835553,-2.65316,1.668912,Normal
0.6151819,1.7730492,1.9399492,Normal
1.171304,3.1758616,1.7578943,Normal
0.4467382,-2.7700782,-0.34967047,Normal
-1.5768883,-0.75015277,0.9611389,Normal
-2.1984038,1.2909517,0.8618924,Normal
-1.0378361,-1.2044176,1.2016573,Normal
-0.7575403,-1.2178754,0.9073426,Normal
0.07952288,0.6330424,1.5024589,Normal
-1.8853647,-1.4851242,1.5267211,Normal
-0.7183475,0.29490733,1.3960273,Normal
-1.5060918,-1.1275197,0.68337643,Normal
-1.1570032,-1.8540571,1.1299349,Normal
0.065392636,-0.3046912,0.044425674,Normal
-2.1788812,1.7532015,1.3746969,Normal
-1.3418337,0.61999524,-0.2587522,Normal
0.16781925,3.338075,1.479354,Normal
-0.2762645,1.0829194,1.4275659,Normal
2.4000027,-1.6308398,1.3503526,Normal
-1.6655988,-0.688151,1.288298,Normal
-1.1742581,-1.3274859,0.4575649,Normal
-0.32991123,-2.5353768,0.8774755,Normal
2.8730178,0.04886511,1.2146769,Normal
-0.63155043,-0.31068665,1.450868,Normal
2.8830895,-1.0493413,1.1998715,Normal
-1.630131,-2.5898721,0.2636331,Normal
-1.3761172,0.26254344,-1.176658,Normal
0.11073461,-0.45409924,0.25539815,Normal
-1.2016355,-0.8830715,0.13990778,Normal
-1.488435,-0.8508554,0.6185604,Normal
